,entorhinal-lh,frontalpole-lh,inferiortemporal-lh,isthmuscingulate-rh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-lh,temporalpole-rh
entorhinal-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.20754716981132076,0.0,0.18867924528301888,0.1509433962264151,0.22641509433962265,0.0,0.22641509433962265
inferiortemporal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.21568627450980393,0.0,0.19607843137254902,0.1568627450980392,0.21568627450980393,0.0,0.21568627450980393
rostralanteriorcingulate-rh,0.0,0.20454545454545456,0.0,0.20454545454545456,0.18181818181818182,0.20454545454545456,0.0,0.20454545454545456
rostralmiddlefrontal-lh,0.0,0.2037037037037037,0.0,0.18518518518518517,0.14814814814814814,0.2222222222222222,0.0,0.24074074074074073
temporalpole-lh,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0
temporalpole-rh,0.0,0.2,0.0,0.18181818181818182,0.14545454545454545,0.21818181818181817,0.0,0.2545454545454545
