,cuneus-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,paracentral-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh
cuneus-rh,0.5238095238095238,0.06666666666666667,0.0,0.13333333333333333,0.2761904761904762,0.0,0.0,0.0
entorhinal-lh,0.08181818181818182,0.6,0.0,0.0,0.0,0.0,0.0,0.3181818181818182
frontalpole-lh,0.0,0.0,0.7361111111111112,0.0,0.0,0.2638888888888889,0.0,0.0
frontalpole-rh,0.07874015748031496,0.0,0.0,0.5511811023622047,0.3700787401574803,0.0,0.0,0.0
medialorbitofrontal-rh,0.18248175182481752,0.0,0.0,0.36496350364963503,0.45255474452554745,0.0,0.0,0.0
paracentral-lh,0.0,0.0,0.18478260869565216,0.0,0.0,0.8152173913043478,0.0,0.0
posteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralanteriorcingulate-lh,0.0,0.2932330827067669,0.0,0.0,0.0,0.0,0.0,0.706766917293233
