,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-rh,0.2,0.2,0.0,0.05,0.17857142857142858,0.014285714285714285,0.2,0.15714285714285714
inferiorparietal-rh,0.18012422360248448,0.21739130434782608,0.0,0.06832298136645963,0.16149068322981366,0.012422360248447204,0.21739130434782608,0.14285714285714285
parsopercularis-lh,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
parstriangularis-rh,0.11320754716981132,0.22641509433962265,0.018867924528301886,0.3018867924528302,0.05660377358490566,0.05660377358490566,0.22641509433962265,0.0
postcentral-rh,0.20149253731343283,0.19402985074626866,0.0,0.029850746268656716,0.19402985074626866,0.014925373134328358,0.19402985074626866,0.17164179104477612
rostralmiddlefrontal-lh,0.15,0.15,0.05,0.2,0.15,0.15,0.15,0.0
superiorparietal-lh,0.18012422360248448,0.21739130434782608,0.0,0.06832298136645963,0.16149068322981366,0.012422360248447204,0.21739130434782608,0.14285714285714285
superiorparietal-rh,0.2037037037037037,0.19444444444444445,0.0,0.0,0.2037037037037037,0.0,0.19444444444444445,0.2037037037037037
