,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.1523809523809524,0.08571428571428572,0.14285714285714285,0.1523809523809524,0.11428571428571428,0.14285714285714285,0.08571428571428572,0.12380952380952381
inferiorparietal-rh,0.13513513513513514,0.12162162162162163,0.10810810810810811,0.13513513513513514,0.13513513513513514,0.10810810810810811,0.12162162162162163,0.13513513513513514
parsopercularis-lh,0.13541666666666666,0.0625,0.19791666666666666,0.13541666666666666,0.09375,0.20833333333333334,0.0625,0.10416666666666667
parstriangularis-rh,0.15151515151515152,0.08080808080808081,0.15151515151515152,0.15151515151515152,0.1111111111111111,0.15151515151515152,0.08080808080808081,0.12121212121212122
postcentral-rh,0.14285714285714285,0.0989010989010989,0.12087912087912088,0.14285714285714285,0.13186813186813187,0.12087912087912088,0.0989010989010989,0.14285714285714285
rostralmiddlefrontal-lh,0.13541666666666666,0.0625,0.19791666666666666,0.13541666666666666,0.09375,0.20833333333333334,0.0625,0.10416666666666667
superiorparietal-rh,0.13513513513513514,0.12162162162162163,0.10810810810810811,0.13513513513513514,0.13513513513513514,0.10810810810810811,0.12162162162162163,0.13513513513513514
superiortemporal-lh,0.14736842105263157,0.09473684210526316,0.12631578947368421,0.14736842105263157,0.12631578947368421,0.12631578947368421,0.09473684210526316,0.1368421052631579
