,Fz,FT9,C3,Fp2,AF7,AF3,AF8,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.36363636363636365,0.0,0.0,0.18181818181818182,0.0,0.0,0.45454545454545453
C3,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.375,0.0,0.0,0.25,0.0,0.0,0.375
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.42857142857142855,0.0
FCz,0.0,0.25,0.0,0.0,0.125,0.0,0.0,0.625
