,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-lh
entorhinal-lh,0.5377777777777778,0.05444444444444444,0.06333333333333334,0.0011111111111111111,0.057777777777777775,0.05444444444444444,0.09555555555555556,0.13555555555555557
frontalpole-lh,0.05717151454363089,0.4282848545636911,0.2156469408224674,0.07622868605817452,0.10732196589769308,0.05717151454363089,0.029087261785356068,0.029087261785356068
frontalpole-rh,0.04365345869711216,0.13364674278038952,0.3854936198791135,0.1524513096037609,0.08596373404969779,0.08260577568838147,0.0745466756212223,0.041638683680322364
medialorbitofrontal-rh,0.0025252525252525255,0.07744107744107744,0.2196969696969697,0.367003367003367,0.05303030303030303,0.1632996632996633,0.1111111111111111,0.005892255892255892
parahippocampal-rh,0.08344549125168237,0.1386271870794078,0.1695827725437416,0.0740242261103634,0.4508748317631225,0.010767160161507403,0.021534320323014805,0.05114401076716016
parsorbitalis-rh,0.05849889624724062,0.07505518763796909,0.15894039735099338,0.2163355408388521,0.011037527593818985,0.3509933774834437,0.09602649006622517,0.033112582781456956
rostralanteriorcingulate-rh,0.08342022940563086,0.03858185610010428,0.10948905109489052,0.1334723670490094,0.016684045881126174,0.08759124087591241,0.5172054223149114,0.013555787278415016
temporalpole-lh,0.15883977900552487,0.034530386740331494,0.07458563535911603,0.009668508287292817,0.05110497237569061,0.04558011049723757,0.020718232044198894,0.6049723756906077
