,bankssts-lh,fusiform-lh,fusiform-rh,isthmuscingulate-rh,paracentral-lh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-rh
bankssts-lh,0.7959183673469388,0.0,0.0,0.0,0.1836734693877551,0.02040816326530612,0.0,0.0
fusiform-lh,0.0,0.746268656716418,0.0,0.0,0.0,0.2537313432835821,0.0,0.0
fusiform-rh,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.18461538461538463,0.7384615384615385,0.0,0.0,0.07692307692307693,0.0
paracentral-lh,0.125,0.0,0.0,0.0,0.671875,0.0,0.203125,0.0
parahippocampal-lh,0.0,0.375,0.0,0.0,0.0,0.625,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.013513513513513514,0.22972972972972974,0.0,0.7567567567567568,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
