,Fp1,F4,Fp2,AF3,F5,P1,AF8,AF4
Fp1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.38461538461538464,0.0,0.21794871794871795,0.0,0.3974358974358974,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.34,0.0,0.32,0.0,0.34,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.17032967032967034,0.0,0.09340659340659341,0.0,0.7362637362637363,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
