,Fz,F4,Fp2,AF7,AF3,F6,AF8,AF4
Fz,0.3090909090909091,0.34545454545454546,0.0,0.0,0.34545454545454546,0.0,0.0,0.0
F4,0.2535211267605634,0.43661971830985913,0.0,0.0,0.30985915492957744,0.0,0.0,0.0
Fp2,0.16666666666666666,0.16666666666666666,0.5,0.0,0.16666666666666666,0.0,0.0,0.0
AF7,0.0,0.0,0.05263157894736842,0.34210526315789475,0.0,0.07894736842105263,0.15789473684210525,0.3684210526315789
AF3,0.2903225806451613,0.3709677419354839,0.0,0.0,0.3387096774193548,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.26666666666666666,0.0,0.2,0.26666666666666666,0.26666666666666666
AF8,0.0,0.0,0.043478260869565216,0.30434782608695654,0.0,0.13043478260869565,0.21739130434782608,0.30434782608695654
AF4,0.0,0.0,0.045454545454545456,0.3181818181818182,0.0,0.06818181818181818,0.13636363636363635,0.4318181818181818
