,FC5,C3,Pz,O1,Fp2,FT7,PO3,AF8
FC5,0.5,0.21428571428571427,0.07142857142857142,0.0,0.0,0.047619047619047616,0.0,0.16666666666666666
C3,0.3142857142857143,0.3142857142857143,0.0,0.0,0.0,0.11428571428571428,0.0,0.2571428571428571
Pz,0.021739130434782608,0.0,0.5652173913043478,0.0,0.41304347826086957,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.37777777777777777,0.0,0.6,0.0,0.0,0.022222222222222223
FT7,0.2222222222222222,0.2777777777777778,0.0,0.0,0.0,0.2222222222222222,0.0,0.2777777777777778
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.17307692307692307,0.19230769230769232,0.0,0.0,0.0,0.07692307692307693,0.0,0.5576923076923077
