,FC5,C3,Pz,O1,Fp2,FT7,PO3,AF8
FC5,0.3163265306122449,0.1836734693877551,0.25510204081632654,0.24489795918367346,0.0,0.0,0.0,0.0
C3,0.2535211267605634,0.23943661971830985,0.2535211267605634,0.2535211267605634,0.0,0.0,0.0,0.0
Pz,0.27956989247311825,0.1935483870967742,0.26881720430107525,0.25806451612903225,0.0,0.0,0.0,0.0
O1,0.26804123711340205,0.18556701030927836,0.26804123711340205,0.27835051546391754,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.46153846153846156,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
