,Fp1,FT9,T7,TP9,O2,Fp2,TP7,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.3323529411764706,0.3338235294117647,0.0,0.0,0.0,0.3338235294117647,0.0
T7,0.0,0.33234859675036926,0.33382570162481534,0.0,0.0,0.0,0.33382570162481534,0.0
TP9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.0,0.33234859675036926,0.33382570162481534,0.0,0.0,0.0,0.33382570162481534,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
