,Fp1,F3,F7,F8,Fp2,AF7,F5,AF8
Fp1,0.4666666666666667,0.0,0.0,0.0,0.29333333333333333,0.0,0.0,0.24
F3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.4,0.0,0.0,0.0,0.38181818181818183,0.0,0.0,0.21818181818181817
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.3673469387755102,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.3469387755102041
