,Fp1,FT9,Oz,O2,FT10,Fp2,PO4,P6
Fp1,0.36231884057971014,0.3188405797101449,0.2608695652173913,0.0,0.0,0.057971014492753624,0.0,0.0
FT9,0.20212765957446807,0.43617021276595747,0.2978723404255319,0.0,0.06382978723404255,0.0,0.0,0.0
Oz,0.2,0.38666666666666666,0.36,0.0,0.05333333333333334,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.058823529411764705,0.029411764705882353,0.0,0.47058823529411764,0.14705882352941177,0.0,0.29411764705882354
Fp2,0.10526315789473684,0.0,0.0,0.0,0.14035087719298245,0.45614035087719296,0.0,0.2982456140350877
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.28125,0.296875,0.0,0.421875
