,TP9,Oz,O2,FT10,F4,F8,Fp2,AF4
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.9230769230769231,0.07692307692307693,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.48148148148148145,0.5185185185185185,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.358974358974359,0.6410256410256411,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
