timestamp,bankssts-lh,bankssts-rh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,cuneus-lh,cuneus-rh,entorhinal-lh,entorhinal-rh,frontalpole-lh,frontalpole-rh,fusiform-lh,fusiform-rh,inferiorparietal-lh,inferiorparietal-rh,inferiortemporal-lh,inferiortemporal-rh,insula-lh,insula-rh,isthmuscingulate-lh,isthmuscingulate-rh,lateraloccipital-lh,lateraloccipital-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,lingual-lh,lingual-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,middletemporal-lh,middletemporal-rh,paracentral-lh,paracentral-rh,parahippocampal-lh,parahippocampal-rh,parsopercularis-lh,parsopercularis-rh,parsorbitalis-lh,parsorbitalis-rh,parstriangularis-lh,parstriangularis-rh,pericalcarine-lh,pericalcarine-rh,postcentral-lh,postcentral-rh,posteriorcingulate-lh,posteriorcingulate-rh,precentral-lh,precentral-rh,precuneus-lh,precuneus-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-lh,transversetemporal-rh
0,-6.9777e-05,-0.00171784,0.00062415,0.000586877,0.00159758,-5.76117e-05,0.000137864,-0.000330946,0.00208257,-0.000266686,-0.00033184,-0.000147516,0.00240514,0.000102401,-0.000205003,0.000632447,0.00155415,0.00120311,-0.00106515,-0.000302757,-0.000820791,-0.00267517,-0.000257836,-0.00195402,-0.00127515,6.30091e-05,0.00284266,-5.53564e-05,-0.000160678,-3.94153e-06,-0.000232265,-0.000100666,0.000241416,-0.000287915,0.00156517,0.000983764,-0.000772769,-0.000941915,0.000584948,-0.000358305,-0.000233384,0.000101191,-0.00169767,-0.00204005,-0.000270812,-0.000472537,-0.000242419,0.000486815,-0.000281131,0.00010893,-0.0016131,-0.000569573,-0.00109336,0.000140347,-0.00119432,-0.000148188,-0.000830353,0.000128284,-0.000353526,-0.000896267,0.000252982,-0.000125235,5.9448e-05,0.00161929,0.00280819,-0.00286644,-0.00101058,-0.000440212
0.000999984,-0.000448154,-0.00166975,0.00062222,0.000733235,0.00152101,-0.000217133,0.00027951,-0.000218836,0.00229138,-0.000279112,0.000305917,0.000403192,0.00313932,0.000212843,-0.000200971,0.000580767,0.00210113,0.00118858,-0.00037773,-0.000116443,-0.000668878,-0.00233856,-0.000358526,-0.00201674,-0.00111614,0.000248214,0.00338055,0.000269463,9.45839e-05,0.000171089,-0.000731884,-3.8627e-05,0.00020963,-2.46804e-06,0.00255635,0.00144176,-0.000838591,-0.000866907,0.000668951,-0.000199222,-0.000242416,0.000147214,-0.00157898,-0.00203556,-0.000258472,-0.000499831,2.67972e-05,0.00086466,-0.000276777,6.44172e-05,-0.00146096,-0.000453657,-0.000614595,0.000539498,-0.00125147,-6.46648e-05,-0.000834806,5.84729e-05,-0.00033367,-0.000775543,0.000276933,-0.000170284,0.000128411,0.00143391,0.00302374,-0.00281709,-0.00076115,-0.000522147
0.00199997,-0.000824842,-0.00161447,0.000617869,0.000876037,0.00143887,-0.000375569,0.000420023,-0.000107104,0.002492,-0.000290502,0.000939165,0.000949566,0.00386047,0.000322271,-0.000195952,0.000527384,0.00264073,0.00116835,0.000310088,6.92729e-05,-0.000514302,-0.00199531,-0.000457425,-0.00207179,-0.000953249,0.000431073,0.00390527,0.000591665,0.000348335,0.000344559,-0.0012293,2.48196e-05,0.000176934,0.000281609,0.00353745,0.00189056,-0.000901436,-0.000788566,0.000750814,-4.15785e-05,-0.000250785,0.000193599,-0.00145485,-0.00202454,-0.00024513,-0.000524776,0.000295879,0.00123685,-0.000271407,2.00163e-05,-0.00130487,-0.000336783,-0.000135574,0.000934486,-0.0013061,1.90521e-05,-0.000835828,-1.13032e-05,-0.000312648,-0.000652797,0.000300266,-0.000215189,0.000196539,0.00124345,0.00323018,-0.00275744,-0.000509681,-0.000601528
0.00299995,-0.0011983,-0.0015522,0.000611122,0.00101468,0.00135126,-0.000532252,0.000558819,3.76105e-06,0.0026836,-0.000300816,0.00156525,0.0014893,0.00456548,0.000430231,-0.000189969,0.000472554,0.00317074,0.00114251,0.00099547,0.000253625,-0.000357818,-0.00164704,-0.000554188,-0.00211888,-0.000787191,0.000610813,0.00441455,0.000909869,0.000599514,0.000515753,-0.00172255,8.94094e-05,0.000143463,0.000563153,0.00450443,0.00232822,-0.000961046,-0.000707196,0.000830189,0.000114001,-0.000258453,0.000240164,-0.00132579,-0.00200705,-0.00023082,-0.000547233,0.000563676,0.00160184,-0.000265041,-2.40944e-05,-0.00114549,-0.000219468,0.000341678,0.00132364,-0.00135819,0.00010261,-0.000833354,-8.07806e-05,-0.000290523,-0.000528556,0.000322876,-0.000259785,0.000263538,0.00104867,0.00342656,-0.0026877,-0.000257121,-0.000678034
0.00399993,-0.001567,-0.00148319,0.000602013,0.00114859,0.00125834,-0.000686524,0.000695323,0.000113278,0.00286539,-0.000310021,0.00218157,0.00202014,0.00525133,0.000536279,-0.000183047,0.000416534,0.00368896,0.00111119,0.0016756,0.000435858,-0.000200192,-0.00129539,-0.000648482,-0.00215778,-0.000618696,0.00078668,0.00490623,0.00122272,0.000847076,0.000683971,-0.00220971,0.000154869,0.000109359,0.000841018,0.00545331,0.00275283,-0.00101718,-0.000623112,0.000906741,0.000266911,-0.000265382,0.000286722,-0.00119237,-0.00198322,-0.000215579,-0.000567082,0.000829045,0.00195814,-0.000257702,-6.77396e-05,-0.000983474,-0.000102227,0.000815157,0.00170531,-0.00140768,0.000185657,-0.000827336,-0.000149698,-0.000267357,-0.000403353,0.000344656,-0.000303909,0.000329121,0.000850385,0.00361199,-0.00260812,-4.41793e-06,-0.000751357
0.00499992,-0.00192944,-0.00140771,0.000590585,0.00127722,0.00116027,-0.000837739,0.000828971,0.000220978,0.00303661,-0.000318089,0.00278558,0.00253988,0.00591508,0.000639977,-0.000175218,0.000359586,0.00419329,0.00107453,0.0023477,0.000615232,-4.21947e-05,-0.000942026,-0.000739988,-0.00218827,-0.000448505,0.000957943,0.0053782,0.00152889,0.00109,0.00084853,-0.00268886,0.000220914,7.47645e-05,0.00111408,0.0063802,0.00316258,-0.0010696,-0.000536643,0.000980142,0.000416567,-0.000271534,0.000333083,-0.00105513,-0.00195319,-0.000199447,-0.000584209,0.00109085,0.00230429,-0.000249416,-0.000110747,-0.000819509,1.44308e-05,0.00128289,0.00207792,-0.00145457,0.000267845,-0.00081774,-0.0002178,-0.000243221,-0.000277717,0.000365506,-0.000347397,0.000393006,0.000649389,0.00378559,-0.00251901,0.000247485,-0.000821206
0.0059999,-0.00228416,-0.00132607,0.000576893,0.00140003,0.00105723,-0.000985266,0.000959211,0.000326405,0.00319658,-0.000324997,0.0033748,0.00304636,0.00655392,0.000740901,-0.000166517,0.000301973,0.00468167,0.00103271,0.00300904,0.000791023,0.000115397,-0.000588587,-0.000828403,-0.0022102,-0.000277361,0.0011239,0.00582845,0.0018271,0.00132728,0.00100877,-0.00315815,0.000287256,3.98257e-05,0.00138124,0.00728133,0.00355573,-0.0011181,-0.000448124,0.00105008,0.000562406,-0.000276876,0.000379054,-0.000914657,-0.00191711,-0.00018247,-0.000598519,0.00134798,0.0026389,-0.000240214,-0.000152948,-0.000654265,0.000129999,0.00174293,0.0024399,-0.00149881,0.000348829,-0.00080455,-0.000284834,-0.000218183,-0.000152178,0.000385325,-0.000390088,0.000454922,0.000446499,0.00394653,-0.00242069,0.000497652,-0.000887309
0.00699988,-0.0026297,-0.0012386,0.000561001,0.00151652,0.000949419,-0.00112849,0.00108551,0.00042912,0.00334462,-0.000330729,0.00394685,0.00353751,0.00716512,0.000838639,-0.000156985,0.00024396,0.0051521,0.000985946,0.00365694,0.00096253,0.00027181,-0.000236719,-0.000913436,-0.00222341,-0.000106009,0.00128387,0.00625509,0.00211609,0.00155796,0.00116405,-0.00361574,0.000353597,4.68933e-06,0.00164144,0.00815305,0.00393063,-0.00116248,-0.000357901,0.00111625,0.000703893,-0.000281378,0.000424441,-0.000771536,-0.00187515,-0.000164695,-0.000609928,0.00159934,0.00296064,-0.000230129,-0.00019418,-0.000488409,0.000243982,0.0021934,0.00278978,-0.00154039,0.000428273,-0.000787765,-0.000350553,-0.000192319,-2.72599e-05,0.000404017,-0.000431823,0.000514609,0.000242535,0.00409404,-0.00231354,0.000745164,-0.000949411
0.00799987,-0.00296468,-0.00114565,0.00054298,0.00162624,0.000837066,-0.00126683,0.00120735,0.0005287,0.00348014,-0.000335274,0.0044994,0.00401135,0.00774612,0.000932796,-0.000146667,0.000185809,0.00560269,0.000934454,0.00428878,0.00112907,0.000426273,0.000111948,-0.000994815,-0.00222781,6.48061e-05,0.00143722,0.00665631,0.00239466,0.00178111,0.00131375,-0.00405987,0.000419637,-3.04967e-05,0.00189366,0.00899184,0.00428572,-0.00120256,-0.000266326,0.00117837,0.000840519,-0.00028501,0.000469048,-0.000626359,-0.00182753,-0.000146173,-0.000618367,0.00184386,0.00326824,-0.000219199,-0.000234285,-0.000322608,0.000355895,0.00263244,0.00312613,-0.00157928,0.000505846,-0.000767401,-0.000414721,-0.000165704,9.65214e-05,0.000421488,-0.000472443,0.000571817,3.83187e-05,0.00422738,-0.00219795,0.000989115,-0.00100728
0.00899985,-0.00328776,-0.00104762,0.000522912,0.00172874,0.000720412,-0.0013997,0.00132423,0.000624743,0.00360259,-0.000338624,0.00503027,0.00446595,0.00829449,0.00102299,-0.000135612,0.00012778,0.00603162,0.000878492,0.00490205,0.00129001,0.000578025,0.000455812,-0.00107228,-0.00222334,0.000234347,0.00158334,0.00703044,0.00266167,0.00199583,0.0014573,-0.00448883,0.00048507,-6.55844e-05,0.0021369,0.00979434,0.00461954,-0.00123818,-0.000173753,0.00123617,0.000971805,-0.000287745,0.000512681,-0.000479725,-0.00177447,-0.000126959,-0.000623783,0.0020805,0.00356051,-0.000207464,-0.000273111,-0.000157514,0.000465265,0.00305828,0.00344759,-0.00161545,0.000581227,-0.000743492,-0.000477104,-0.000138417,0.000218658,0.000437651,-0.000511797,0.000626308,-0.000165332,0.00434585,-0.00207438,0.00122862,-0.00106069
