,bankssts-lh,caudalmiddlefrontal-rh,entorhinal-lh,frontalpole-lh,lateraloccipital-lh,pericalcarine-lh,temporalpole-lh,temporalpole-rh
bankssts-lh,0.8641975308641975,0.0,0.0,0.0,0.0,0.0,0.13580246913580246,0.0
caudalmiddlefrontal-rh,0.0,0.42168674698795183,0.1566265060240964,0.060240963855421686,0.10240963855421686,0.1566265060240964,0.10240963855421686,0.0
entorhinal-lh,0.0,0.2222222222222222,0.5353535353535354,0.0707070707070707,0.09090909090909091,0.08080808080808081,0.0,0.0
frontalpole-lh,0.0,0.08130081300813008,0.07317073170731707,0.43902439024390244,0.15447154471544716,0.15447154471544716,0.0,0.0975609756097561
lateraloccipital-lh,0.0,0.10493827160493827,0.06790123456790123,0.11728395061728394,0.41358024691358025,0.19753086419753085,0.0,0.09876543209876543
pericalcarine-lh,0.0,0.18666666666666668,0.06666666666666667,0.12666666666666668,0.24,0.38,0.0,0.0
temporalpole-lh,0.16455696202531644,0.189873417721519,0.0,0.0,0.0,0.0,0.6455696202531646,0.0
temporalpole-rh,0.0,0.0,0.0,0.14814814814814814,0.19753086419753085,0.0,0.0,0.654320987654321
