,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-lh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh
frontalpole-lh,0.5833333333333334,0.18181818181818182,0.0,0.0,0.23484848484848486,0.0,0.0,0.0
frontalpole-rh,0.21428571428571427,0.5625,0.0,0.0,0.22321428571428573,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.8020833333333334,0.0,0.0,0.0,0.0,0.19791666666666666
lateraloccipital-lh,0.0,0.0,0.0,0.6752136752136753,0.0,0.03418803418803419,0.0,0.2905982905982906
medialorbitofrontal-lh,0.26666666666666666,0.18666666666666668,0.0,0.0,0.4866666666666667,0.0,0.06,0.0
parahippocampal-lh,0.0,0.0,0.0,0.02564102564102564,0.0,0.8333333333333334,0.14102564102564102,0.0
parahippocampal-rh,0.02564102564102564,0.0,0.0,0.0,0.14102564102564102,0.14102564102564102,0.6923076923076923,0.0
pericalcarine-lh,0.0,0.0,0.11904761904761904,0.2777777777777778,0.0,0.0,0.0,0.6031746031746031
