subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S37,Sess01,MOTOR_EXECUTION-LEFT,0.9988760944692682,1.000000000000001,0.9975750479579047,1.0001278775580071,bootstrap,critical,fullwin_broadband
S37,Sess01,MOTOR_EXECUTION-RIGHT,0.9990418156614503,0.9999999999999984,0.9975949396696645,1.000495898973467,bootstrap,critical,fullwin_broadband
S37,Sess01,MOTOR_IMAGERY-LEFT,0.9978013608265945,0.9999999999999972,0.9970345391436547,0.9986721620710978,bootstrap,critical,fullwin_broadband
S37,Sess01,MOTOR_IMAGERY-RIGHT,0.9980357398478912,0.9999999999999988,0.9970160049856903,0.9988828317342734,bootstrap,critical,fullwin_broadband
S37,Sess01,MOTOR_EXECUTION,0.9989589550653593,0.9999999999999998,0.9975849938137846,1.000311888265737,bootstrap,critical,fullwin_broadband
S37,Sess01,MOTOR_IMAGERY,0.9979185503372429,0.999999999999998,0.9970252720646725,0.9987774969026856,bootstrap,critical,fullwin_broadband
S37,Sess01,LEFT,0.9983387276479314,0.9999999999999991,0.9973047935507797,0.9994000198145525,bootstrap,critical,fullwin_broadband
S37,Sess01,RIGHT,0.9985387777546708,0.9999999999999987,0.9973054723276774,0.9996893653538701,bootstrap,critical,fullwin_broadband
S37,Sess01,LEFT_vs_RIGHT,-0.00020005010673940227,0.0,-0.002384571803090374,0.002094547486875098,bootstrap,delta,fullwin_broadband
S37,Sess01,IMAGERY_vs_EXECUTION,-0.0010404047281163953,0.0,-0.0032866162010644073,0.0011925030889009536,bootstrap,delta,fullwin_broadband
S37,Sess01,ME_LEFT_vs_ME_RIGHT,-0.00016572119218216663,0.0,-0.0029208510155621648,0.0025329378883426346,bootstrap,delta,fullwin_broadband
S37,Sess01,MI_LEFT_vs_MI_RIGHT,-0.0002343790212966379,0.0,-0.0018482925906186942,0.0016561570854074503,bootstrap,delta,fullwin_broadband
