,frontalpole-rh,isthmuscingulate-rh,paracentral-lh,paracentral-rh,parsorbitalis-rh,parstriangularis-rh,posteriorcingulate-lh,posteriorcingulate-rh
frontalpole-rh,0.48148148148148145,0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.0
isthmuscingulate-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
paracentral-lh,0.0,0.0,0.2619047619047619,0.23809523809523808,0.0,0.0,0.2619047619047619,0.23809523809523808
paracentral-rh,0.0,0.0,0.2619047619047619,0.23809523809523808,0.0,0.0,0.2619047619047619,0.23809523809523808
parsorbitalis-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parstriangularis-rh,0.4642857142857143,0.0,0.0,0.0,0.0,0.5357142857142857,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.2619047619047619,0.23809523809523808,0.0,0.0,0.2619047619047619,0.23809523809523808
posteriorcingulate-rh,0.0,0.0,0.2619047619047619,0.23809523809523808,0.0,0.0,0.2619047619047619,0.23809523809523808
