,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.3113207547169811,0.009433962264150943,0.1320754716981132,0.14150943396226415,0.07547169811320754,0.14150943396226415,0.09433962264150944,0.09433962264150944
parsopercularis-lh,0.06451612903225806,0.6774193548387096,0.03225806451612903,0.06451612903225806,0.0,0.0,0.16129032258064516,0.0
parstriangularis-rh,0.1206896551724138,0.008620689655172414,0.23275862068965517,0.04310344827586207,0.1810344827586207,0.20689655172413793,0.12931034482758622,0.07758620689655173
precentral-rh,0.14444444444444443,0.011111111111111112,0.03333333333333333,0.4111111111111111,0.1111111111111111,0.07777777777777778,0.2111111111111111,0.0
rostralmiddlefrontal-lh,0.057971014492753624,0.0,0.15217391304347827,0.06521739130434782,0.2753623188405797,0.15942028985507245,0.15217391304347827,0.13768115942028986
rostralmiddlefrontal-rh,0.09375,0.0,0.1796875,0.0625,0.1796875,0.25,0.125,0.109375
superiorparietal-lh,0.0873015873015873,0.03968253968253968,0.1111111111111111,0.15873015873015872,0.16666666666666666,0.1111111111111111,0.3253968253968254,0.0
supramarginal-lh,0.125,0.0125,0.1,0.0,0.2125,0.1625,0.0125,0.375
