,TP9,O1,C4,FT10,Fp2,AF3,AFz,PO3
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.48031496062992124,0.2283464566929134,0.29133858267716534,0.0
AF3,0.0,0.0,0.0,0.0,0.3372093023255814,0.32558139534883723,0.3372093023255814,0.0
AFz,0.0,0.0,0.0,0.0,0.3627450980392157,0.28431372549019607,0.35294117647058826,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
