,FC5,TP9,O1,C4,FT10,Fp2,AFz,PO3
FC5,0.2857142857142857,0.0,0.21428571428571427,0.0,0.0,0.32142857142857145,0.17857142857142858,0.0
TP9,0.0,0.35365853658536583,0.0,0.2865853658536585,0.0,0.0,0.0,0.3597560975609756
O1,0.28,0.0,0.24,0.0,0.0,0.28,0.2,0.0
C4,0.0,0.3357142857142857,0.0,0.32857142857142857,0.0,0.0,0.0,0.3357142857142857
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0898876404494382,0.0,0.06741573033707865,0.0,0.0,0.7865168539325843,0.056179775280898875,0.0
AFz,0.2608695652173913,0.0,0.2608695652173913,0.0,0.0,0.2608695652173913,0.21739130434782608,0.0
PO3,0.0,0.3259668508287293,0.0,0.2596685082872928,0.0,0.0,0.0,0.4143646408839779
