,Fp1,T7,P7,Fp2,FT7,TP7,P5,PO7
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.496,0.504,0.0,0.0
TP7,0.0,0.0,0.0,0.0,0.496,0.504,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
