,Fp1,TP9,CP5,Oz,C5,POz,CPz,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.3317972350230415,0.0,0.22211981566820277,0.15668202764976957,0.0,0.2894009216589862,0.0
CP5,0.0,0.0,0.8145161290322581,0.0,0.0,0.18548387096774194,0.0,0.0
Oz,0.0,0.28689492325855964,0.0,0.2845336481700118,0.179456906729634,0.0,0.24911452184179456,0.0
C5,0.0,0.23481781376518218,0.0,0.21052631578947367,0.3873144399460189,0.0,0.16734143049932523,0.0
POz,0.0,0.0,0.3235294117647059,0.0,0.0,0.6764705882352942,0.0,0.0
CPz,0.0,0.29865125240847784,0.0,0.20134874759152216,0.11560693641618497,0.0,0.38439306358381503,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
