,Fp1,TP9,CP5,Oz,C5,POz,CPz,AF8
Fp1,0.5527638190954773,0.0,0.0,0.018425460636515914,0.0,0.0,0.0,0.4288107202680067
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.05855855855855856,0.0,0.0,0.9414414414414415,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.4951267056530214,0.0,0.0,0.0,0.0,0.0,0.0,0.5048732943469786
