,Fp1,FT9,O1,AF7,PO3,POz,CPz,AF8
Fp1,0.4523281596452328,0.0,0.0,0.0,0.0,0.0,0.1286031042128603,0.4190687361419069
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.18404907975460122,0.0,0.0,0.0,0.0,0.0,0.647239263803681,0.1687116564417178
AF8,0.3321616871704745,0.0,0.0,0.0,0.0,0.0,0.09314586994727592,0.5746924428822495
