,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,P1,P5,PO7,POz,PO4,PO8,P2,CPz,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fz,0.035398230088495575,0.0,0.04424778761061947,0.04424778761061947,0.04424778761061947,0.0,0.035398230088495575,0.0,0.0,0.04424778761061947,0.0,0.035398230088495575,0.0,0.0,0.035398230088495575,0.0,0.035398230088495575,0.02654867256637168,0.02654867256637168,0.04424778761061947,0.035398230088495575,0.04424778761061947,0.0,0.04424778761061947,0.0,0.0,0.0,0.04424778761061947,0.008849557522123894,0.035398230088495575,0.0,0.0,0.04424778761061947,0.035398230088495575,0.0,0.0,0.0,0.0,0.04424778761061947,0.04424778761061947,0.0,0.0,0.0,0.0,0.04424778761061947,0.0,0.0,0.0,0.0,0.0,0.04424778761061947,0.035398230088495575,0.0,0.0,0.04424778761061947,0.0
F3,0.0,0.046242774566473986,0.0,0.0,0.0,0.04046242774566474,0.0,0.05202312138728324,0.03468208092485549,0.0,0.0,0.0,0.05202312138728324,0.05202312138728324,0.0,0.03468208092485549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05202312138728324,0.05202312138728324,0.0,0.0,0.0,0.0,0.05202312138728324,0.046242774566473986,0.0,0.0,0.0,0.0,0.046242774566473986,0.0,0.0,0.0,0.0,0.0,0.05202312138728324,0.023121387283236993,0.0,0.05202312138728324,0.05202312138728324,0.05202312138728324,0.05202312138728324,0.05202312138728324,0.0,0.0,0.0,0.05202312138728324,0.0,0.05202312138728324
F7,0.0182648401826484,0.0,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.0,0.0182648401826484,0.0,0.0,0.0547945205479452,0.0,0.0502283105022831,0.0,0.0,0.0182648401826484,0.0,0.0182648401826484,0.0136986301369863,0.0136986301369863,0.0639269406392694,0.0182648401826484,0.0639269406392694,0.0,0.0502283105022831,0.0,0.0,0.0,0.0502283105022831,0.0045662100456621,0.0365296803652968,0.0,0.0,0.0502283105022831,0.0228310502283105,0.0,0.0,0.0,0.0,0.0228310502283105,0.0547945205479452,0.0,0.0,0.0,0.0,0.0593607305936073,0.0,0.0,0.0,0.0,0.0,0.0502283105022831,0.0182648401826484,0.0,0.0,0.0639269406392694,0.0
FT9,0.0182648401826484,0.0,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.0,0.0182648401826484,0.0,0.0,0.0547945205479452,0.0,0.0502283105022831,0.0,0.0,0.0182648401826484,0.0,0.0182648401826484,0.0136986301369863,0.0136986301369863,0.0639269406392694,0.0182648401826484,0.0639269406392694,0.0,0.0502283105022831,0.0,0.0,0.0,0.0502283105022831,0.0045662100456621,0.0365296803652968,0.0,0.0,0.0502283105022831,0.0228310502283105,0.0,0.0,0.0,0.0,0.0228310502283105,0.0547945205479452,0.0,0.0,0.0,0.0,0.0593607305936073,0.0,0.0,0.0,0.0,0.0,0.0502283105022831,0.0182648401826484,0.0,0.0,0.0639269406392694,0.0
FC5,0.017316017316017316,0.0,0.05627705627705628,0.05627705627705628,0.05627705627705628,0.0,0.017316017316017316,0.0,0.0,0.05627705627705628,0.0,0.047619047619047616,0.0,0.0,0.017316017316017316,0.0,0.017316017316017316,0.012987012987012988,0.012987012987012988,0.06493506493506493,0.017316017316017316,0.06493506493506493,0.0,0.047619047619047616,0.0,0.0,0.0,0.05194805194805195,0.004329004329004329,0.03463203463203463,0.0,0.0,0.05194805194805195,0.021645021645021644,0.0,0.0,0.0,0.0,0.021645021645021644,0.05627705627705628,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.05194805194805195,0.017316017316017316,0.0,0.0,0.06493506493506493,0.0
FC1,0.0,0.045112781954887216,0.0,0.0,0.0,0.045112781954887216,0.0,0.05263157894736842,0.03007518796992481,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.03007518796992481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.045112781954887216,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.015037593984962405,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842
C3,0.035398230088495575,0.0,0.04424778761061947,0.04424778761061947,0.04424778761061947,0.0,0.035398230088495575,0.0,0.0,0.04424778761061947,0.0,0.035398230088495575,0.0,0.0,0.035398230088495575,0.0,0.035398230088495575,0.02654867256637168,0.02654867256637168,0.04424778761061947,0.035398230088495575,0.04424778761061947,0.0,0.04424778761061947,0.0,0.0,0.0,0.04424778761061947,0.008849557522123894,0.035398230088495575,0.0,0.0,0.04424778761061947,0.035398230088495575,0.0,0.0,0.0,0.0,0.04424778761061947,0.04424778761061947,0.0,0.0,0.0,0.0,0.04424778761061947,0.0,0.0,0.0,0.0,0.0,0.04424778761061947,0.035398230088495575,0.0,0.0,0.04424778761061947,0.0
T7,0.0,0.0319634703196347,0.0,0.0,0.0,0.0319634703196347,0.0,0.0502283105022831,0.0228310502283105,0.0,0.0,0.0,0.0593607305936073,0.0593607305936073,0.0,0.0228310502283105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0593607305936073,0.0593607305936073,0.0,0.0,0.0,0.0,0.045662100456621,0.0593607305936073,0.0,0.0,0.0,0.0,0.0319634703196347,0.0,0.0,0.0,0.0,0.0,0.0593607305936073,0.0136986301369863,0.0,0.0547945205479452,0.0593607305936073,0.0593607305936073,0.0593607305936073,0.0410958904109589,0.0,0.0,0.0,0.0593607305936073,0.0,0.0593607305936073
TP9,0.0,0.05228758169934641,0.0,0.0,0.0,0.0392156862745098,0.0,0.0457516339869281,0.0457516339869281,0.0,0.0,0.0,0.05228758169934641,0.0457516339869281,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05228758169934641,0.05228758169934641,0.0,0.0,0.0,0.0,0.05228758169934641,0.0392156862745098,0.0,0.0,0.0,0.0,0.0457516339869281,0.0,0.0,0.0,0.0,0.0,0.0457516339869281,0.026143790849673203,0.0,0.05228758169934641,0.05228758169934641,0.05228758169934641,0.05228758169934641,0.05228758169934641,0.0,0.0,0.0,0.05228758169934641,0.0,0.05228758169934641
CP5,0.017316017316017316,0.0,0.05627705627705628,0.05627705627705628,0.05627705627705628,0.0,0.017316017316017316,0.0,0.0,0.05627705627705628,0.0,0.047619047619047616,0.0,0.0,0.017316017316017316,0.0,0.017316017316017316,0.012987012987012988,0.012987012987012988,0.06493506493506493,0.017316017316017316,0.06493506493506493,0.0,0.047619047619047616,0.0,0.0,0.0,0.05194805194805195,0.004329004329004329,0.03463203463203463,0.0,0.0,0.05194805194805195,0.021645021645021644,0.0,0.0,0.0,0.0,0.021645021645021644,0.05627705627705628,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.05194805194805195,0.017316017316017316,0.0,0.0,0.06493506493506493,0.0
