,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
inferiorparietal-rh,0.28431372549019607,0.18627450980392157,0.0,0.17647058823529413,0.0,0.17647058823529413,0.17647058823529413,0.0
parsopercularis-lh,0.13953488372093023,0.26356589147286824,0.0,0.16279069767441862,0.0,0.23255813953488372,0.20155038759689922,0.0
parstriangularis-rh,0.0,0.0,0.7068965517241379,0.0,0.0,0.0,0.0,0.29310344827586204
precentral-rh,0.06498194945848375,0.07581227436823104,0.0,0.23465703971119134,0.1588447653429603,0.23104693140794225,0.23465703971119134,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.25555555555555554,0.25,0.24444444444444444,0.25,0.0
superiorfrontal-rh,0.06020066889632107,0.10033444816053512,0.0,0.21739130434782608,0.14715719063545152,0.2408026755852843,0.23411371237458195,0.0
superiortemporal-lh,0.061855670103092786,0.08934707903780069,0.0,0.22336769759450173,0.15120274914089346,0.23711340206185566,0.23711340206185566,0.0
superiortemporal-rh,0.0,0.0,0.19318181818181818,0.0,0.0,0.0,0.0,0.8068181818181818
