,inferiorparietal-rh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
inferiorparietal-rh,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.11594202898550725,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.36231884057971014
postcentral-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.0,0.0,0.0,0.37209302325581395,0.0,0.23255813953488372,0.3953488372093023,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
superiorparietal-lh,0.0,0.0,0.0,0.2222222222222222,0.0,0.4,0.37777777777777777,0.0
superiorparietal-rh,0.0,0.0,0.0,0.2807017543859649,0.0,0.3157894736842105,0.40350877192982454,0.0
superiortemporal-rh,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
