,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.13666666666666666,0.07666666666666666,0.12166666666666667,0.13666666666666666,0.135,0.13666666666666666,0.12,0.13666666666666666
parsopercularis-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
parstriangularis-rh,0.13090909090909092,0.08363636363636363,0.13090909090909092,0.13090909090909092,0.13090909090909092,0.13090909090909092,0.13090909090909092,0.13090909090909092
rostralmiddlefrontal-lh,0.1360655737704918,0.07540983606557378,0.11967213114754098,0.13934426229508196,0.13278688524590163,0.13934426229508196,0.1180327868852459,0.13934426229508196
rostralmiddlefrontal-rh,0.1353637901861252,0.077834179357022,0.12351945854483926,0.1353637901861252,0.1353637901861252,0.1353637901861252,0.1218274111675127,0.1353637901861252
superiortemporal-lh,0.13673805601317957,0.0757825370675453,0.12026359143327842,0.13838550247116968,0.13344316309719934,0.13838550247116968,0.1186161449752883,0.13838550247116968
superiortemporal-rh,0.13075506445672191,0.0847145488029466,0.13075506445672191,0.13075506445672191,0.13075506445672191,0.13075506445672191,0.13075506445672191,0.13075506445672191
supramarginal-rh,0.13539967373572595,0.07504078303425775,0.11908646003262642,0.1402936378466558,0.13213703099510604,0.13866231647634583,0.11745513866231648,0.14192495921696574
