,isthmuscingulate-lh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-rh,parsopercularis-lh,parsorbitalis-lh,pericalcarine-lh,temporalpole-lh
isthmuscingulate-lh,0.6371681415929203,0.168141592920354,0.0,0.0,0.0,0.0,0.19469026548672566,0.0
isthmuscingulate-rh,0.17142857142857143,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.11428571428571428,0.0
medialorbitofrontal-lh,0.0,0.0,0.6338028169014085,0.0,0.2112676056338028,0.15492957746478872,0.0,0.0
parahippocampal-rh,0.0,0.19642857142857142,0.0,0.8035714285714286,0.0,0.0,0.0,0.0
parsopercularis-lh,0.0,0.0,0.09016393442622951,0.0,0.6311475409836066,0.1557377049180328,0.0,0.12295081967213115
parsorbitalis-lh,0.0,0.0,0.08737864077669903,0.0,0.1650485436893204,0.7475728155339806,0.0,0.0
pericalcarine-lh,0.22123893805309736,0.11504424778761062,0.0,0.0,0.0,0.0,0.6637168141592921,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.2638888888888889,0.0,0.0,0.7361111111111112
