,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fp1,0.030303030303030304,0.03535353535353535,0.0,0.0,0.03535353535353535,0.03535353535353535,0.03535353535353535,0.0,0.0,0.0,0.0,0.03535353535353535,0.0,0.03535353535353535,0.0,0.0,0.0,0.03535353535353535,0.03535353535353535,0.03535353535353535,0.0,0.03535353535353535,0.03535353535353535,0.03535353535353535,0.0,0.0,0.0,0.0,0.0,0.03535353535353535,0.0,0.03535353535353535,0.03535353535353535,0.0,0.03535353535353535,0.0,0.0,0.015151515151515152,0.0,0.0,0.03535353535353535,0.03535353535353535,0.03535353535353535,0.0,0.03535353535353535,0.0,0.03535353535353535,0.0,0.03535353535353535,0.0,0.0,0.0,0.0,0.0,0.0,0.03535353535353535,0.0,0.03535353535353535,0.03535353535353535,0.0,0.0,0.03535353535353535,0.03535353535353535
Fz,0.008695652173913044,0.03975155279503106,0.0,0.0037267080745341614,0.043478260869565216,0.02608695652173913,0.0422360248447205,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.037267080745341616,0.0,0.0,0.0,0.02608695652173913,0.02608695652173913,0.0422360248447205,0.0,0.043478260869565216,0.043478260869565216,0.03975155279503106,0.0,0.0,0.0,0.0,0.0,0.0422360248447205,0.0,0.02236024844720497,0.031055900621118012,0.0,0.02732919254658385,0.0,0.0,0.012422360248447204,0.0037267080745341614,0.0,0.043478260869565216,0.02981366459627329,0.03602484472049689,0.0,0.02608695652173913,0.0,0.02981366459627329,0.0,0.040993788819875775,0.0,0.0,0.0,0.0,0.0,0.0,0.037267080745341616,0.0,0.043478260869565216,0.031055900621118012,0.0,0.0,0.040993788819875775,0.03602484472049689
F3,0.0,0.0,0.03428571428571429,0.0,0.0,0.0,0.0,0.04285714285714286,0.04285714285714286,0.03428571428571429,0.04285714285714286,0.0,0.02,0.0,0.02857142857142857,0.04285714285714286,0.04285714285714286,0.0,0.0,0.0,0.03142857142857143,0.0,0.0,0.0,0.04285714285714286,0.025714285714285714,0.014285714285714285,0.025714285714285714,0.04285714285714286,0.0,0.02857142857142857,0.0,0.0,0.04,0.0,0.002857142857142857,0.04285714285714286,0.0,0.014285714285714285,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.0,0.04285714285714286,0.011428571428571429,0.008571428571428572,0.04285714285714286,0.008571428571428572,0.03142857142857143,0.0,0.04285714285714286,0.0,0.0,0.04,0.04285714285714286,0.0,0.0
F7,0.016260162601626018,0.04065040650406504,0.0,0.032520325203252036,0.032520325203252036,0.04065040650406504,0.032520325203252036,0.0,0.008130081300813009,0.0,0.0,0.032520325203252036,0.0,0.04065040650406504,0.0,0.0,0.008130081300813009,0.032520325203252036,0.04065040650406504,0.04065040650406504,0.0,0.04065040650406504,0.032520325203252036,0.032520325203252036,0.0,0.0,0.0,0.0,0.0,0.032520325203252036,0.0,0.016260162601626018,0.024390243902439025,0.0,0.04065040650406504,0.0,0.0,0.0,0.032520325203252036,0.0,0.032520325203252036,0.032520325203252036,0.032520325203252036,0.0,0.024390243902439025,0.0,0.016260162601626018,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.032520325203252036,0.008130081300813009,0.04065040650406504,0.032520325203252036,0.0,0.008130081300813009,0.024390243902439025,0.04065040650406504
FT9,0.007990867579908675,0.03767123287671233,0.0,0.00228310502283105,0.04794520547945205,0.023972602739726026,0.0410958904109589,0.0,0.0,0.0,0.0,0.0502283105022831,0.0,0.03424657534246575,0.0,0.0,0.0,0.0228310502283105,0.023972602739726026,0.04337899543378995,0.0,0.04794520547945205,0.05136986301369863,0.03767123287671233,0.0,0.0,0.0,0.0,0.0,0.04223744292237443,0.0,0.02054794520547945,0.02968036529680365,0.0,0.02511415525114155,0.0,0.0,0.012557077625570776,0.00228310502283105,0.0,0.05136986301369863,0.0273972602739726,0.033105022831050226,0.0,0.023972602739726026,0.0,0.02968036529680365,0.0,0.04223744292237443,0.0,0.0,0.0,0.0,0.0,0.0,0.03424657534246575,0.0,0.04908675799086758,0.028538812785388126,0.0,0.0,0.04223744292237443,0.033105022831050226
FC5,0.01129032258064516,0.037096774193548385,0.0,0.004838709677419355,0.037096774193548385,0.03387096774193549,0.037096774193548385,0.0,0.0,0.0,0.0,0.037096774193548385,0.0,0.037096774193548385,0.0,0.0,0.0,0.03387096774193549,0.03387096774193549,0.037096774193548385,0.0,0.037096774193548385,0.037096774193548385,0.037096774193548385,0.0,0.0,0.0,0.0,0.0,0.037096774193548385,0.0,0.027419354838709678,0.035483870967741936,0.0,0.035483870967741936,0.0,0.0,0.01129032258064516,0.004838709677419355,0.0,0.037096774193548385,0.037096774193548385,0.037096774193548385,0.0,0.03225806451612903,0.0,0.03387096774193549,0.0,0.035483870967741936,0.0,0.0,0.0,0.0,0.0,0.0,0.037096774193548385,0.0,0.037096774193548385,0.037096774193548385,0.0,0.0,0.035483870967741936,0.037096774193548385
FC1,0.008464328899637243,0.03990326481257558,0.0,0.0024183796856106408,0.04353083434099154,0.02539298669891173,0.04232164449818621,0.0,0.0,0.0,0.0,0.044740024183796856,0.0,0.036275695284159616,0.0,0.0,0.0,0.02418379685610641,0.02539298669891173,0.04232164449818621,0.0,0.04353083434099154,0.044740024183796856,0.03990326481257558,0.0,0.0,0.0,0.0,0.0,0.04353083434099154,0.0,0.02176541717049577,0.03143893591293833,0.0,0.026602176541717048,0.0,0.0,0.013301088270858524,0.0024183796856106408,0.0,0.044740024183796856,0.02902055622732769,0.03506650544135429,0.0,0.02539298669891173,0.0,0.03143893591293833,0.0,0.04353083434099154,0.0,0.0,0.0,0.0,0.0,0.0,0.036275695284159616,0.0,0.04353083434099154,0.030229746070133012,0.0,0.0,0.04353083434099154,0.03506650544135429
C3,0.0,0.0014347202295552368,0.020086083213773313,0.0028694404591104736,0.0,0.0014347202295552368,0.0,0.05738880918220947,0.06169296987087518,0.02582496413199426,0.05164992826398852,0.0,0.011477761836441894,0.0014347202295552368,0.020086083213773313,0.06025824964131994,0.05595408895265423,0.0,0.0014347202295552368,0.0014347202295552368,0.021520803443328552,0.0014347202295552368,0.0,0.0,0.054519368723098996,0.01721664275466284,0.007173601147776184,0.01291248206599713,0.05021520803443329,0.0,0.02295552367288379,0.0,0.0,0.03156384505021521,0.0014347202295552368,0.0014347202295552368,0.03873744619799139,0.0,0.014347202295552367,0.054519368723098996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035868005738880916,0.0,0.054519368723098996,0.005738880918220947,0.00430416068866571,0.04160688665710186,0.00430416068866571,0.021520803443328552,0.0,0.05021520803443329,0.0014347202295552368,0.0,0.03156384505021521,0.043041606886657105,0.0,0.0014347202295552368
T7,0.0,0.0027816411682892906,0.019471488178025034,0.004172461752433936,0.0013908205841446453,0.0027816411682892906,0.0013908205841446453,0.055632823365785816,0.061196105702364396,0.025034770514603615,0.05006954102920723,0.0013908205841446453,0.011126564673157162,0.0027816411682892906,0.019471488178025034,0.059805285118219746,0.05285118219749652,0.0013908205841446453,0.0027816411682892906,0.0027816411682892906,0.02086230876216968,0.0027816411682892906,0.0013908205841446453,0.0013908205841446453,0.05285118219749652,0.016689847009735744,0.006954102920723227,0.012517385257301807,0.04728789986091794,0.0013908205841446453,0.022253129346314324,0.0,0.0,0.030598052851182198,0.0027816411682892906,0.0013908205841446453,0.037552155771905425,0.0,0.015299026425591099,0.05285118219749652,0.0013908205841446453,0.0013908205841446453,0.0013908205841446453,0.0,0.0,0.0,0.0,0.03477051460361613,0.0,0.05285118219749652,0.005563282336578581,0.004172461752433936,0.03894297635605007,0.004172461752433936,0.02086230876216968,0.0013908205841446453,0.048678720445062586,0.0027816411682892906,0.0013908205841446453,0.030598052851182198,0.04172461752433936,0.0,0.0027816411682892906
TP9,0.0,0.0022935779816513763,0.02522935779816514,0.0045871559633027525,0.0,0.0022935779816513763,0.0,0.04128440366972477,0.04357798165137615,0.03669724770642202,0.0389908256880734,0.0,0.01834862385321101,0.0022935779816513763,0.03211009174311927,0.04128440366972477,0.04357798165137615,0.0,0.0022935779816513763,0.0022935779816513763,0.034403669724770644,0.0022935779816513763,0.0,0.0,0.04128440366972477,0.027522935779816515,0.011467889908256881,0.020642201834862386,0.0389908256880734,0.0,0.034403669724770644,0.0,0.0,0.0389908256880734,0.0022935779816513763,0.0022935779816513763,0.0389908256880734,0.0,0.022935779816513763,0.04128440366972477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389908256880734,0.0,0.04128440366972477,0.009174311926605505,0.006880733944954129,0.0389908256880734,0.006880733944954129,0.034403669724770644,0.0,0.04357798165137615,0.0022935779816513763,0.0,0.03669724770642202,0.04357798165137615,0.0,0.0022935779816513763
