,cuneus-rh,frontalpole-lh,fusiform-rh,isthmuscingulate-rh,lingual-rh,parsorbitalis-lh,pericalcarine-lh,transversetemporal-rh
cuneus-rh,0.5,0.1346153846153846,0.057692307692307696,0.11538461538461539,0.0,0.0,0.1346153846153846,0.057692307692307696
frontalpole-lh,0.16216216216216217,0.3783783783783784,0.08108108108108109,0.16216216216216217,0.0,0.0,0.21621621621621623,0.0
fusiform-rh,0.06451612903225806,0.06451612903225806,0.45161290322580644,0.06451612903225806,0.11290322580645161,0.0,0.11290322580645161,0.12903225806451613
isthmuscingulate-rh,0.10526315789473684,0.12280701754385964,0.05263157894736842,0.45614035087719296,0.07017543859649122,0.0,0.19298245614035087,0.0
lingual-rh,0.0,0.0,0.16666666666666666,0.037037037037037035,0.4444444444444444,0.0,0.35185185185185186,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pericalcarine-lh,0.075,0.1125,0.125,0.1,0.225,0.0,0.3625,0.0
transversetemporal-rh,0.14285714285714285,0.0,0.11428571428571428,0.0,0.0,0.0,0.0,0.7428571428571429
