,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-lh,postcentral-rh,precentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh
caudalmiddlefrontal-lh,0.12254901960784313,0.12745098039215685,0.11274509803921569,0.12745098039215685,0.12745098039215685,0.12745098039215685,0.12745098039215685,0.12745098039215685
caudalmiddlefrontal-rh,0.12149532710280374,0.1261682242990654,0.10747663551401869,0.1308411214953271,0.1261682242990654,0.1261682242990654,0.1308411214953271,0.1308411214953271
postcentral-lh,0.12568306010928962,0.12568306010928962,0.12021857923497267,0.12568306010928962,0.12568306010928962,0.12568306010928962,0.12568306010928962,0.12568306010928962
postcentral-rh,0.11818181818181818,0.12727272727272726,0.10454545454545454,0.1318181818181818,0.12727272727272726,0.12272727272727273,0.1318181818181818,0.13636363636363635
precentral-rh,0.12149532710280374,0.1261682242990654,0.10747663551401869,0.1308411214953271,0.1261682242990654,0.1261682242990654,0.1308411214953271,0.1308411214953271
rostralmiddlefrontal-lh,0.12077294685990338,0.12560386473429952,0.1111111111111111,0.13043478260869565,0.12560386473429952,0.12560386473429952,0.13043478260869565,0.13043478260869565
superiorparietal-lh,0.11818181818181818,0.12727272727272726,0.10454545454545454,0.1318181818181818,0.12727272727272726,0.12272727272727273,0.1318181818181818,0.13636363636363635
superiorparietal-rh,0.11555555555555555,0.12444444444444444,0.10222222222222223,0.13333333333333333,0.12444444444444444,0.12,0.13333333333333333,0.14666666666666667
