,CP5,P7,O1,P8,Fp2,P5,PO7,AF8
CP5,0.339612188365651,0.0,0.018282548476454295,0.0,0.0,0.32022160664819943,0.3218836565096953,0.0
P7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.06521739130434782,0.0,0.9347826086956522,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.8892086330935252,0.11079136690647481,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.11031518624641834,0.8896848137535817,0.0,0.0,0.0
P5,0.33123569794050345,0.0,0.0,0.0,0.0,0.3340961098398169,0.33466819221967964,0.0
PO7,0.3312428734321551,0.0,0.0,0.0,0.0,0.33352337514253133,0.3352337514253136,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
