,CP5,P7,O1,P8,Fp2,P5,PO7,AF8
CP5,0.3351449275362319,0.0,0.0,0.0,0.0,0.32971014492753625,0.3351449275362319,0.0
P7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.3291592128801431,0.0,0.0,0.0,0.0,0.334525939177102,0.3363148479427549,0.0
PO7,0.3292035398230089,0.0,0.0,0.0,0.0,0.3327433628318584,0.3380530973451327,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
