,CP5,P7,P8,P5,PO7,PO8,P6,TP8
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.3348498635122839,0.3321201091901729,0.3330300272975432
P6,0.0,0.0,0.0,0.0,0.0,0.3336363636363636,0.3327272727272727,0.3336363636363636
TP8,0.0,0.0,0.0,0.0,0.0,0.33424159854677565,0.33242506811989103,0.3333333333333333
