,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.2720883534136546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005271084337349397,0.01857429718875502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004016064257028112,0.0,0.0,0.0,0.028363453815261043,0.2615461847389558,0.019076305220883535,0.0,0.20707831325301204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004016064257028112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06300200803212852,0.0,0.0,0.0,0.0,0.0,0.11696787148594377,0.0,0.0,0.0
Fz,0.0,0.09243249012701463,0.04418828049951969,0.06286690148361618,0.03522254242715338,0.0,0.0,0.0,0.0008538798164158394,0.012808197246237591,0.0,0.0,0.0,0.004269399082079198,0.004909808944391077,0.0,0.004162664105027218,0.0,0.0,0.0,0.026897214217098942,0.0005336748852598997,0.05101931903084641,0.0,0.0,0.0,0.025082719607215285,0.03073967339097022,0.03127334827623012,0.037037037037037035,0.0,0.0,0.002668374426299498,0.0775963283167894,0.0,0.04184011100437613,0.06425445618529192,0.0,0.007364713416586615,0.0,0.009712882911730175,0.0335147827943217,0.024442309744903405,0.054114633365353826,0.0,0.0,0.023801899882591526,0.007791653324794535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02967232362045042,0.059558117195004805,0.0,0.058384032447433024,0.04098623118796029,0.0
F3,0.0,0.08129763533320306,0.08325190541332812,0.07269884698065272,0.0320500293140512,0.0,0.0,0.0,0.0,0.014266171584913036,0.0,0.0,0.0,0.0,0.0,0.0,0.0021496970881375805,0.0,0.0,0.0,0.012898182528825484,0.0,0.028336916161813563,0.0,0.0,0.0,0.0320500293140512,0.03283173734610123,0.017783857729138167,0.03146374829001368,0.0,0.0,0.0,0.08383818643736564,0.0,0.038694547586476453,0.07328512800469025,0.0,0.0,0.0,0.017393003713113152,0.04475278483486418,0.03967168262653899,0.06449091264412742,0.0,0.0,0.022278678913425835,0.007230799296462771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0453390658589017,0.03947625561852648,0.0,0.04377564979480164,0.038694547586476453,0.0
F7,0.0,0.06338334420526201,0.040008697542944116,0.08599695585996955,0.04348771472059143,0.0,0.0,0.0,0.0,0.002065666449228093,0.0,0.0,0.0,0.006958034355294629,0.0076103500761035,0.0,0.0030441400304414,0.0,0.0,0.0,0.03446401391606871,0.0,0.03739943465970863,0.0,0.0,0.0,0.013372472276581865,0.031093716025222873,0.017829963035442487,0.04794520547945205,0.0,0.0,0.010328332246140465,0.06925418569254185,0.0,0.05120678408349641,0.08153946510110893,0.0,0.013372472276581865,0.0,0.00989345509893455,0.0243531202435312,0.028049575994781473,0.05262013481191563,0.0,0.0,0.028049575994781473,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030223961730811044,0.049902152641878667,0.0,0.05664274842357034,0.05196781909110676,0.0
FT9,0.0,0.05439469320066335,0.026533996683250415,0.0660033167495854,0.0660033167495854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003482587064676617,0.004477611940298508,0.0,0.0,0.0,0.0,0.0,0.04875621890547264,0.0,0.04693200663349917,0.0,0.0,0.0,0.001990049751243781,0.042620232172470976,0.022388059701492536,0.06500829187396352,0.0,0.0,0.015920398009950248,0.053565505804311776,0.0,0.06368159203980099,0.06616915422885572,0.0,0.020398009950248756,0.0,0.013432835820895522,0.021890547263681594,0.008955223880597015,0.045107794361525705,0.0,0.0,0.012769485903814262,0.012106135986733001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02122719734660033,0.06351575456053069,0.0,0.06633499170812604,0.06633499170812604,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.12345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.37037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13580246913580246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.011964735516372796,0.07808564231738035,0.04722921914357683,0.01322418136020151,0.0,0.0,0.0,0.0,0.0,0.22229219143576825,0.0,0.0,0.0,0.0,0.0,0.0,0.0031486146095717885,0.0,0.0,0.0,0.0,0.0,0.014483627204030227,0.0,0.0,0.0,0.21977329974811083,0.0,0.0012594458438287153,0.0,0.018261964735516372,0.02204030226700252,0.0,0.11335012594458438,0.02518891687657431,0.0,0.015743073047858942,0.0,0.0,0.0,0.0,0.08690176322418136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069269521410579345,0.0,0.0,0.0,0.0,0.0163727959697733,0.06926952141057935,0.014483627204030227,0.0,0.0
