,frontalpole-rh,insula-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,paracentral-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.1233140655105973,0.1252408477842004,0.1252408477842004,0.1252408477842004,0.1252408477842004,0.1252408477842004,0.1252408477842004,0.1252408477842004
insula-lh,0.022703457911281873,0.20258470136220746,0.13517289556409362,0.19280475026196298,0.09535452322738386,0.18092909535452323,0.09325881942018861,0.07719175689835836
isthmuscingulate-rh,0.027969018932874356,0.16652323580034423,0.16566265060240964,0.16652323580034423,0.11058519793459552,0.16135972461273665,0.10628227194492254,0.0950946643717728
lateralorbitofrontal-lh,0.023025150549061284,0.19482819695359546,0.13708820403825717,0.19766206163655686,0.09564293304994687,0.17888770811193766,0.09458023379383634,0.07828551186680836
paracentral-lh,0.03509719222462203,0.148488120950324,0.1398488120950324,0.1468682505399568,0.1490280777537797,0.13876889848812096,0.1263498920086393,0.11555075593952484
parahippocampal-lh,0.02418154761904762,0.19270833333333334,0.13950892857142858,0.1878720238095238,0.09486607142857142,0.19196428571428573,0.08816964285714286,0.08072916666666667
rostralanteriorcingulate-lh,0.036171396772398445,0.14802448525319978,0.13633834168057873,0.14858096828046743,0.12910406232609906,0.13077351140790205,0.14802448525319978,0.1229827490261547
rostralanteriorcingulate-rh,0.040726817042606514,0.13847117794486216,0.13847117794486216,0.13847117794486216,0.13283208020050125,0.13471177944862156,0.13847117794486216,0.13784461152882205
