,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,insula-rh,parahippocampal-rh,superiorparietal-rh,temporalpole-lh
caudalanteriorcingulate-lh,0.4594594594594595,0.2972972972972973,0.16216216216216217,0.08108108108108109,0.0,0.0,0.0,0.0
caudalanteriorcingulate-rh,0.22033898305084745,0.6271186440677966,0.1016949152542373,0.05084745762711865,0.0,0.0,0.0,0.0
frontalpole-lh,0.12727272727272726,0.10909090909090909,0.34545454545454546,0.23636363636363636,0.0,0.0,0.18181818181818182,0.0
frontalpole-rh,0.05405405405405406,0.05405405405405406,0.21621621621621623,0.4594594594594595,0.0,0.0,0.21621621621621623,0.0
insula-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.8108108108108109,0.0,0.1891891891891892
superiorparietal-rh,0.0,0.0,0.1509433962264151,0.22641509433962265,0.0,0.0,0.6226415094339622,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.7916666666666666
