,bankssts-lh,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,middletemporal-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-lh,0.8653846153846154,0.0,0.0,0.0,0.1346153846153846,0.0,0.0,0.0
caudalanteriorcingulate-lh,0.0,0.330188679245283,0.02830188679245283,0.07547169811320754,0.0,0.21226415094339623,0.12735849056603774,0.22641509433962265
frontalpole-lh,0.0,0.03619909502262444,0.29411764705882354,0.1493212669683258,0.0,0.19004524886877827,0.20361990950226244,0.12669683257918551
frontalpole-rh,0.0,0.08490566037735849,0.14622641509433962,0.19339622641509435,0.0,0.19811320754716982,0.19811320754716982,0.1792452830188679
middletemporal-lh,0.45454545454545453,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0
parahippocampal-lh,0.0,0.13988095238095238,0.11904761904761904,0.125,0.0,0.23511904761904762,0.18154761904761904,0.19940476190476192
rostralanteriorcingulate-lh,0.0,0.1,0.1482758620689655,0.14482758620689656,0.0,0.21724137931034482,0.2206896551724138,0.16896551724137931
rostralanteriorcingulate-rh,0.0,0.17123287671232876,0.08904109589041095,0.1232876712328767,0.0,0.2226027397260274,0.16095890410958905,0.2328767123287671
