,cuneus-rh,entorhinal-lh,frontalpole-lh,lingual-rh,parsorbitalis-rh,pericalcarine-rh,posteriorcingulate-rh,temporalpole-lh
cuneus-rh,0.5636363636363636,0.14545454545454545,0.0,0.0,0.0,0.09090909090909091,0.2,0.0
entorhinal-lh,0.11475409836065574,0.7049180327868853,0.0,0.0,0.11475409836065574,0.0,0.0,0.06557377049180328
frontalpole-lh,0.0,0.0,0.9056603773584906,0.03773584905660377,0.0,0.0,0.05660377358490566,0.0
lingual-rh,0.021052631578947368,0.0,0.06315789473684211,0.7052631578947368,0.0,0.18947368421052632,0.0,0.021052631578947368
parsorbitalis-rh,0.0,0.1044776119402985,0.0,0.0,0.8208955223880597,0.0,0.0,0.07462686567164178
pericalcarine-rh,0.15,0.0,0.0,0.2833333333333333,0.0,0.4666666666666667,0.0,0.1
posteriorcingulate-rh,0.14,0.0,0.02,0.0,0.0,0.0,0.84,0.0
temporalpole-lh,0.0,0.10810810810810811,0.0,0.05405405405405406,0.06756756756756757,0.10810810810810811,0.0,0.6621621621621622
