,cuneus-rh,entorhinal-lh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
cuneus-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.44654088050314467,0.025157232704402517,0.06289308176100629,0.018867924528301886,0.0,0.16981132075471697,0.27672955974842767
parahippocampal-lh,0.0,0.0,0.5,0.0,0.14893617021276595,0.0,0.18085106382978725,0.1702127659574468
parahippocampal-rh,0.0,0.045714285714285714,0.0,0.5142857142857142,0.21714285714285714,0.08,0.10857142857142857,0.03428571428571429
parsorbitalis-rh,0.0,0.0,0.08461538461538462,0.2230769230769231,0.5769230769230769,0.0,0.1076923076923077,0.007692307692307693
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.1717171717171717,0.0,0.7676767676767676,0.0,0.06060606060606061
temporalpole-lh,0.0,0.08163265306122448,0.12755102040816327,0.12244897959183673,0.10204081632653061,0.0,0.4387755102040816,0.12755102040816327
temporalpole-rh,0.0,0.1875,0.10096153846153846,0.004807692307692308,0.004807692307692308,0.038461538461538464,0.14423076923076922,0.5192307692307693
