,entorhinal-lh,inferiortemporal-lh,lateralorbitofrontal-lh,parsorbitalis-rh,posteriorcingulate-lh,posteriorcingulate-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.4503311258278146,0.15894039735099338,0.18543046357615894,0.013245033112582781,0.0,0.0,0.07947019867549669,0.11258278145695365
inferiortemporal-lh,0.12037037037037036,0.6296296296296297,0.1111111111111111,0.037037037037037035,0.0,0.0,0.0,0.10185185185185185
lateralorbitofrontal-lh,0.22900763358778625,0.11450381679389313,0.42748091603053434,0.0,0.0,0.0,0.07633587786259542,0.15267175572519084
parsorbitalis-rh,0.06756756756756757,0.02702702702702703,0.02702702702702703,0.6756756756756757,0.0,0.0,0.12162162162162163,0.08108108108108109
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.7213114754098361,0.2786885245901639,0.0,0.0
posteriorcingulate-rh,0.0,0.0,0.0,0.0,0.25757575757575757,0.7424242424242424,0.0,0.0
temporalpole-lh,0.21428571428571427,0.0,0.08571428571428572,0.18571428571428572,0.0,0.0,0.5142857142857142,0.0
temporalpole-rh,0.12389380530973451,0.12389380530973451,0.22123893805309736,0.0,0.0,0.0,0.0,0.5309734513274337
