,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fz,0.09990898313273822,-0.03283909144624047,-0.05812051765884298,-0.08722868593665094,-0.08439839274275676,0.051176990210658434,-0.042644524985409424,-0.10288154464435653,0.12031916078526947,-0.06102132553950912,-0.01721356325153527,0.08690664419575955,-0.00996076496009563,0.13794219869700297,-0.02625076598858536,0.012911698105604144,0.018985830232904753,0.04715099674206547,-0.018503084597283722,0.027570970125168237,0.0,-0.014422357598471798,0.005560037222982608,-0.019867211246097468,-0.017638854616836012,0.10709857457901217,-0.008819427308418006,0.09027912237161974,0.011192475649053856,0.0,0.0,0.0,0.0,-0.07550071037093838,-0.1985092633554906,-0.04495509653170175,0.0,0.04474267524817009,-0.060099344675818775,-0.027943972088215297,-0.055595295283399224,0.0,-0.00035508161714414404,-0.0014526115566806128,0.0346532834513885,-0.03213245801561475,0.0,-0.030706251859096593,0.11441729621247908,0.0,-0.012286728109748967,0.0,0.10475032227237428,-0.09030856746793667,-0.059780527133995266,0.0,0.0,-0.04245339265495215,0.0,0.0,0.12478419646494827,0.09353795754262274
F3,-0.06625414024490893,0.029522261445225743,0.03713536844345525,-0.12725789325867562,-0.19377943645211995,0.00857521440546131,0.1146410330944549,-0.006266377996156019,0.07938229245832103,0.10258367781963625,0.0030687173892630995,0.0398850792813753,-0.01101322039228557,0.013580592428816015,-0.029830510863872832,-0.0005834818750879772,0.0031665176831422027,-0.06049231902370347,-0.13526248160104873,-0.13317449479825785,0.02059020182090992,-0.013699703022749735,-0.02425729362742476,-0.09318708011503818,-0.04565745672563421,0.13643010564953326,-0.023703951175449073,0.018410747521084805,-0.04508946332997415,0.0,0.0,0.00530432519746439,0.0,-0.006729841479808513,-0.14784335027271603,-0.017752410156480034,0.16765105374140116,-0.0915897588548895,-0.0037419280052217916,-0.027281276865249664,0.0537073497871953,0.11784239862046415,0.0177190191831041,0.016418149420723113,0.002755551670477265,-0.004011437891229843,-0.00408437312561584,0.0,-0.046952091343414055,0.0,-0.03030801609561562,0.05081215372627473,0.0042774970068733716,0.145168355733361,0.038756324534809664,0.15608540122034636,0.006227228252076093,0.07413131320209719,0.0,0.0,-0.11407738329379345,0.04005324114907449
F7,-0.07439234403867584,0.04546766379916266,-0.4829139727999562,-0.015134470000239372,0.07504094339293454,0.0,0.010812053793722054,-0.11571064391819028,-0.014385259896981518,-0.0167624143328561,0.01244768049472619,0.008123749375505513,-0.08289885345675445,0.011409468583269411,0.026467699578259896,0.009421896147579595,-0.012688678337364574,0.0,-0.005618349368279623,-0.005161018114039187,0.037564732198669744,-0.032570851674365665,0.0,0.007790323300622917,0.0184702549286398,0.0,0.08679282293087974,0.02340242122152389,0.004645260141283771,0.009040946885643232,-0.06549127976462733,-0.010644599860205823,-0.014837927077862662,0.05256956101971784,0.01914696459809897,0.05762503019058511,-0.04182517532887661,0.008828535212079698,0.03247103466795351,0.09559596364911915,0.01422524715494646,0.023525954143698687,0.019220668141062377,-0.06993837067063588,-0.02257945424892144,-0.03838507222316645,-0.04196960800143771,-0.09243667197298679,-0.04075585748413013,0.08801048140139131,0.07622572218441365,0.043701820914325444,0.0,0.037035410712822264,0.02521712648125476,0.0583542812443384,0.12110311053854915,0.15535398028807723,0.0,-0.07838296260697016,0.007206551865367794,0.05316847399729906
FT9,-0.08423285429693539,-0.022127215602431433,-0.005902071167582143,-0.05903332295689664,-0.1291211923023148,-0.010450283024080681,0.24937616877578545,0.10564589942337384,0.07965967493267014,0.12731303275149364,0.025238885114070846,-0.012034682878608842,-0.020665021452898814,0.010162914101707715,-0.010107890928048336,-0.05447030111226047,0.07134593550005294,-0.006718754770836171,-0.036154756570676065,-0.07438281907897754,-0.03254453819542087,0.0,-0.038285074384642466,0.023942956804972763,0.030447753153130745,0.19306884765701401,0.010981829446667764,-0.07468748674319087,-0.0823135789456973,-0.020812846568568397,-0.013701807702465518,0.06695645642482813,0.054421397960787384,-0.10810185719656937,-0.22444615331480552,0.0,0.05408787853248709,0.007355610579068484,0.0,-0.06710053949908747,0.05822910268862167,0.11361554450141124,0.14718749880679297,-0.014824906694470891,0.0008245666357695058,0.0,0.04314192326222948,0.002190061897342821,0.03675682884334875,-0.02055271155369828,-0.04197056637240422,-0.030661128773547163,0.051024098299974126,-0.10167574603630684,-0.08330475029946754,0.0012632301097174384,-0.021451190747302576,-0.0011097458719770753,-0.017632654174484313,-0.019017329243808157,-0.040680082677296545,0.01603776493443964
FC5,-0.06227713750052538,-0.08769492838911522,0.0812041095928459,-0.1141370140103442,-0.017574290083869078,0.004221261643005403,-0.02437924171364825,0.010139739177885047,0.01730546982688472,-0.04808308365435538,-0.015166570443002458,0.012759293122650452,-0.013383263255266844,0.06256462797194409,-0.0021109050033216135,0.0018384102434871926,0.05163126090688161,0.016004463944157114,-0.0358472910145315,-0.10851937978652998,0.0,-0.02654950061990774,-0.023979955143842886,-0.044653515025465114,0.18361986374311134,0.07963522650439807,0.2010026763373888,0.026058173560085676,-0.06016720545647793,0.09799537055818154,0.0,0.004605724505824051,0.015588606019712173,-0.057634837959211586,-0.029360715516199915,0.1251541839388625,-0.006221408864610533,-0.07782596707232001,0.1338044644038079,0.02048727404997161,-0.11380078543606598,-0.00911508740628985,-0.004073887586757714,0.03426902276925733,-0.01701625947238391,-0.002097916942717505,-0.0024596267604274197,-0.06665045616716717,0.03749608958877645,0.0,-0.04856737351952026,0.0010628595013440116,-0.0003263532262940576,-0.08365872590173899,-0.013287465278597154,0.0,0.044408878922871514,-0.015476241565255915,0.0,0.0,-0.0735256744166909,0.04276501335911788
FC1,0.07823276224949659,0.006020189824425715,0.0,-0.09160217872400347,-0.028974653384838612,-0.34613292967568493,-0.09089179654921482,-0.029964550509135497,0.08958054387824886,-0.015565587269958306,-0.04213251272761055,0.14707822262405829,-0.0007833869414153071,0.059508089087969826,-0.022656976213885852,0.009180458994243908,-0.017919976284875152,0.05626632162955777,-0.047394909955626084,-0.10264697550653544,0.0,-0.029572857038427845,0.144409003176638,-0.02879036079239866,-0.022175242658710025,0.14824786950902288,-0.09983436750607814,0.06172063625380656,0.1219963915381076,0.02176366905054059,0.0,0.0,0.0,-0.01958467353538268,-0.1062514308439241,-0.05053704649906394,-0.0038190113393996223,0.03837377370327489,-0.12192775845000688,-0.025264228860643653,-0.07108902548764123,0.02940906093432817,-0.005287861854553323,0.0,-0.004308628177784189,0.0,0.0,0.0,0.11026971734897992,0.0,-0.07673815576967973,0.0,0.1313864590476531,-0.011261187282845041,0.1381498336552287,0.0,-0.028887393464689454,-0.014388278142873261,0.0,0.0,0.03966692440148647,0.12512401453981814
C3,-0.051077674801583005,0.09194089319892766,0.011057888575710585,0.20696080036029957,-0.041925742754810265,-0.07737462244317644,-0.46233170029535364,0.007760255155429529,-0.053784799441024315,0.08771208486767487,-0.036000175841782424,-0.006307412626829862,-0.019045912637878408,-0.008409883502439817,-0.017938782092383244,-0.005936388354663401,0.02961178720259829,0.005618645783374237,-0.11880471193473904,-0.006990952656659705,0.029355907415381664,-0.13676866416993563,-0.009611235113283078,0.032598305038344336,-0.04786213110947366,0.08721176384991074,-0.027278839682052105,-0.04316249032869847,-0.035739399723652275,0.038095164076856175,0.0,0.07348786700654764,0.0030223631815823313,0.02508171972590595,-0.006431087384218684,-0.04662538353558546,0.1811793241777901,-0.021396785842925797,0.0,-0.03159461770548116,0.20880259094666903,0.15395128287000887,0.04121025417737063,0.0,0.003690508022309474,-0.022879830116931857,-0.06735281917595892,0.031052360634076046,-0.13948806650345033,0.0105642051641702,-0.06583347091792165,-0.03116244400966761,0.04357105693604519,0.23597373261335608,-0.09893980591105668,0.1365798480053507,-0.00337588308915569,-0.0070715179535495104,0.0,0.0003325242850975006,-0.017513819586780745,-0.010406082027684614
T7,-0.12783076781943667,-0.021672407083961225,-0.032747733887738356,0.06003800904524024,-0.0015857398625305275,-0.035103006769426036,0.07299554133816545,-0.06952684910546622,0.053639774786024594,0.07151442386992782,-0.06501488101128741,-0.0346457707201038,0.003593054644150342,0.24484198454271255,0.005770021003305998,-0.02179598459539525,0.10445827208783567,0.0466610165168529,-0.05766200218124615,0.06250193663588888,-0.028541614592577605,-0.16606692491891503,-0.07490935758312157,0.04480381721933242,0.0493456450380738,-0.018526339902428392,0.05246915788523093,-0.017897898762314693,-0.036020732436600575,0.01591265247277083,-0.020075248969442995,0.04903738649512374,0.01528624772888853,-0.20183367371983219,-0.09276294932230787,0.006983327887893687,-0.0034225806604120906,-0.020718230880576654,0.025235207594888547,0.005713631908276653,0.08680942295672867,0.11912225299966378,0.11601430043781678,0.11998119172663642,0.00861588462450601,-0.0008510000272968036,0.11468534364256977,-0.021073301295964745,-0.03575801456761836,-0.014110032132808507,-0.017873053711673612,0.040655500246358806,-0.0354017479548569,-0.014830211885011673,-0.08898171574279216,-0.01618523021036849,-0.03407056539385468,-0.06734448536935278,-0.014798326383189408,-0.02119980925518131,-0.046230430483917305,-0.01961638613585573
TP9,0.04747622757127039,0.05565590514124994,-0.04469961231334607,0.06650234134990862,-0.13353856123965038,0.02527399358875276,-0.08115419320116597,0.051394409759555344,-0.42936801303408817,-0.025577659164803715,0.0271839407148775,0.06331022035906711,-0.04272312300055126,0.02961338664280155,0.04912793429367804,0.056963028795279744,0.06372720493355694,0.08212836060050838,0.0006659093790620731,0.041345605289207187,0.0,-0.031292813776719566,-0.04048654862438246,-0.004105446625880644,-0.022762808636711367,0.10421471936907438,0.023652254648819388,0.019282798801982134,0.07998437231309194,0.05669309127945098,0.0,0.0,0.0,-0.011055544986984757,-0.1420828037875168,-0.11086436332584164,-0.003790981626537945,-0.03276889794164135,-0.17272875721910264,-0.014236429109339513,0.0024771550569080273,0.0003158225097239401,0.03388317644424856,-0.008057431092209228,0.05417199281161861,-0.009088032743538317,-0.0024359675395051157,-0.11485936105846446,0.08041476506246265,0.015542679007501059,0.045944338290788075,0.004483465098317613,0.1515242549143449,-0.01630224430284193,0.07740201596966291,0.009116379033245813,-0.0037325519930659886,-0.016086965724252562,0.0,0.00014944883661058712,0.030660114163692836,0.063517800037822
CP5,-0.08607120863610919,0.07248667289337922,0.015137014107307304,0.07431702083486534,-0.08072660260933252,-0.028576057745513708,0.09373254787826098,0.02628543884800006,-0.03048808982494993,-0.04497514138824544,-0.045263425032776715,0.01792147075856034,-0.05346789447745448,0.12449035083057473,-0.022987504482227847,0.0062228263274770376,-0.06199634725102942,-0.0244811427590676,-0.13664877038791914,-0.014239512148194548,0.015160056938082759,-0.12467152774355988,0.0,-0.03308672113576182,-0.06466282576437547,0.04127669128082211,-0.018474195693185272,-0.037061730010255124,0.00010941127654246654,-0.012127232755649229,0.0,-0.010669812629872925,-0.06357428423559448,-0.0435888069145403,-0.024605667249250014,-0.01842370321746746,0.13870994106152626,-0.040468760172539656,-0.01036121126381305,0.014942272579038159,0.10293686521545858,0.15766902143085296,0.03335754994045914,0.11443314920383184,0.0,-0.008921132035054707,-0.0007428863391927999,0.0,-0.15922970651210147,0.039741231773205626,-0.02687428341300214,0.07703020654123735,-0.03792868189522723,0.1951753804318315,-0.11486866846224278,0.10646870353833389,0.052934362238182125,0.05692585505632165,0.0,-0.009476411911986091,-0.04329535432390659,-0.04442874056275231
