,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-rh,precentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.13020833333333334,0.13541666666666666,0.13020833333333334,0.13541666666666666,0.11979166666666667,0.08854166666666667,0.13541666666666666,0.125
caudalmiddlefrontal-rh,0.12871287128712872,0.14356435643564355,0.12871287128712872,0.13861386138613863,0.1188118811881188,0.08415841584158416,0.13861386138613863,0.1188118811881188
postcentral-rh,0.13020833333333334,0.13541666666666666,0.13020833333333334,0.13541666666666666,0.11979166666666667,0.08854166666666667,0.13541666666666666,0.125
precentral-rh,0.12755102040816327,0.14285714285714285,0.12755102040816327,0.1377551020408163,0.11734693877551021,0.08673469387755102,0.1377551020408163,0.12244897959183673
superiorfrontal-rh,0.13114754098360656,0.13114754098360656,0.13114754098360656,0.13114754098360656,0.12568306010928962,0.09289617486338798,0.13114754098360656,0.12568306010928962
superiorparietal-lh,0.1259259259259259,0.1259259259259259,0.1259259259259259,0.1259259259259259,0.1259259259259259,0.11851851851851852,0.1259259259259259,0.1259259259259259
superiorparietal-rh,0.12871287128712872,0.14356435643564355,0.12871287128712872,0.13861386138613863,0.1188118811881188,0.08415841584158416,0.13861386138613863,0.1188118811881188
superiortemporal-lh,0.12994350282485875,0.13559322033898305,0.12994350282485875,0.13559322033898305,0.11864406779661017,0.0847457627118644,0.13559322033898305,0.12994350282485875
