,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.1266173752310536,0.12384473197781885,0.1256931608133087,0.12292051756007394,0.12384473197781885,0.1256931608133087,0.12476894639556377,0.1266173752310536
inferiorparietal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
parsopercularis-lh,0.12546468401486988,0.12453531598513011,0.12546468401486988,0.12360594795539033,0.12453531598513011,0.12546468401486988,0.12546468401486988,0.12546468401486988
parstriangularis-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiorfrontal-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
superiorparietal-lh,0.12546468401486988,0.12453531598513011,0.12546468401486988,0.12360594795539033,0.12453531598513011,0.12546468401486988,0.12546468401486988,0.12546468401486988
superiortemporal-lh,0.12511671335200747,0.12511671335200747,0.12511671335200747,0.12418300653594772,0.12511671335200747,0.12511671335200747,0.12511671335200747,0.12511671335200747
superiortemporal-rh,0.1266173752310536,0.12384473197781885,0.1256931608133087,0.12292051756007394,0.12384473197781885,0.1256931608133087,0.12476894639556377,0.1266173752310536
