,bankssts-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,pericalcarine-rh,rostralanteriorcingulate-lh
bankssts-rh,0.16393442622950818,0.0,0.14754098360655737,0.18032786885245902,0.11475409836065574,0.13114754098360656,0.08196721311475409,0.18032786885245902
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.1346153846153846,0.038461538461538464,0.28846153846153844,0.15384615384615385,0.07692307692307693,0.09615384615384616,0.038461538461538464,0.17307692307692307
isthmuscingulate-rh,0.15873015873015872,0.0,0.15873015873015872,0.1746031746031746,0.1111111111111111,0.12698412698412698,0.07936507936507936,0.19047619047619047
medialorbitofrontal-lh,0.16,0.0,0.12,0.16,0.14,0.16,0.1,0.16
medialorbitofrontal-rh,0.16666666666666666,0.0,0.12962962962962962,0.16666666666666666,0.12962962962962962,0.14814814814814814,0.09259259259259259,0.16666666666666666
pericalcarine-rh,0.15384615384615385,0.0,0.10256410256410256,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.1282051282051282,0.15384615384615385
rostralanteriorcingulate-lh,0.15625,0.0,0.171875,0.171875,0.109375,0.125,0.078125,0.1875
