,bankssts-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,pericalcarine-rh,rostralanteriorcingulate-lh
bankssts-rh,0.16393442622950818,0.0,0.14754098360655737,0.18032786885245902,0.11475409836065574,0.13114754098360656,0.08196721311475409,0.18032786885245902
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.08974358974358974,0.02564102564102564,0.38461538461538464,0.10256410256410256,0.19230769230769232,0.0641025641025641,0.02564102564102564,0.11538461538461539
isthmuscingulate-rh,0.15873015873015872,0.0,0.15873015873015872,0.1746031746031746,0.1111111111111111,0.12698412698412698,0.07936507936507936,0.19047619047619047
medialorbitofrontal-lh,0.10526315789473684,0.0,0.25,0.10526315789473684,0.2631578947368421,0.10526315789473684,0.06578947368421052,0.10526315789473684
medialorbitofrontal-rh,0.16666666666666666,0.0,0.12962962962962962,0.16666666666666666,0.12962962962962962,0.14814814814814814,0.09259259259259259,0.16666666666666666
pericalcarine-rh,0.15384615384615385,0.0,0.10256410256410256,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.1282051282051282,0.15384615384615385
rostralanteriorcingulate-lh,0.15625,0.0,0.171875,0.171875,0.109375,0.125,0.078125,0.1875
