,entorhinal-rh,frontalpole-rh,lateralorbitofrontal-rh,parsorbitalis-rh,parstriangularis-rh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh,temporalpole-rh
entorhinal-rh,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25
frontalpole-rh,0.0,0.7083333333333334,0.0,0.08333333333333333,0.0,0.08333333333333333,0.125,0.0
lateralorbitofrontal-rh,0.0,0.0,0.3888888888888889,0.1388888888888889,0.3611111111111111,0.05555555555555555,0.05555555555555555,0.0
parsorbitalis-rh,0.0,0.0,0.3333333333333333,0.5185185185185185,0.14814814814814814,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,0.25,0.027777777777777776,0.3888888888888889,0.1388888888888889,0.19444444444444445,0.0
rostralanteriorcingulate-rh,0.0,0.12121212121212122,0.0,0.0,0.09090909090909091,0.48484848484848486,0.30303030303030304,0.0
rostralmiddlefrontal-rh,0.0,0.16666666666666666,0.0,0.0,0.1,0.3,0.43333333333333335,0.0
temporalpole-rh,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294117647058
