,bankssts-rh,inferiortemporal-rh,insula-rh,isthmuscingulate-rh,lingual-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-rh,0.0,0.2926829268292683,0.2682926829268293,0.12195121951219512,0.04878048780487805,0.2682926829268293,0.0,0.0
insula-rh,0.0,0.24324324324324326,0.32432432432432434,0.13513513513513514,0.05405405405405406,0.24324324324324326,0.0,0.0
isthmuscingulate-rh,0.0,0.125,0.125,0.35,0.275,0.125,0.0,0.0
lingual-rh,0.0,0.08108108108108109,0.08108108108108109,0.32432432432432434,0.40540540540540543,0.08108108108108109,0.02702702702702703,0.0
parahippocampal-rh,0.0,0.19444444444444445,0.25,0.1388888888888889,0.05555555555555555,0.3611111111111111,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0,0.0,0.1875,0.0,0.8125,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
