,insula-lh,lateraloccipital-lh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
insula-lh,0.136986301369863,0.0,0.136986301369863,0.1506849315068493,0.136986301369863,0.1506849315068493,0.136986301369863,0.1506849315068493
lateraloccipital-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.136986301369863,0.0,0.136986301369863,0.1506849315068493,0.136986301369863,0.1506849315068493,0.136986301369863,0.1506849315068493
lateralorbitofrontal-rh,0.13513513513513514,0.0,0.13513513513513514,0.14864864864864866,0.13513513513513514,0.16216216216216217,0.13513513513513514,0.14864864864864866
medialorbitofrontal-lh,0.136986301369863,0.0,0.136986301369863,0.1506849315068493,0.136986301369863,0.1506849315068493,0.136986301369863,0.1506849315068493
medialorbitofrontal-rh,0.13513513513513514,0.0,0.13513513513513514,0.14864864864864866,0.13513513513513514,0.16216216216216217,0.13513513513513514,0.14864864864864866
rostralanteriorcingulate-lh,0.136986301369863,0.0,0.136986301369863,0.1506849315068493,0.136986301369863,0.1506849315068493,0.136986301369863,0.1506849315068493
rostralanteriorcingulate-rh,0.13513513513513514,0.0,0.13513513513513514,0.14864864864864866,0.13513513513513514,0.16216216216216217,0.13513513513513514,0.14864864864864866
