,caudalmiddlefrontal-lh,inferiorparietal-rh,postcentral-lh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.0,0.125,0.125,0.25,0.125,0.125,0.25,0.0
inferiorparietal-rh,0.0,0.2641509433962264,0.09433962264150944,0.1509433962264151,0.1509433962264151,0.0,0.1509433962264151,0.18867924528301888
postcentral-lh,0.0,0.17142857142857143,0.17142857142857143,0.05714285714285714,0.2,0.02857142857142857,0.2,0.17142857142857143
postcentral-rh,0.0,0.26666666666666666,0.06666666666666667,0.4,0.06666666666666667,0.03333333333333333,0.1,0.06666666666666667
superiorfrontal-rh,0.0,0.19607843137254902,0.13725490196078433,0.058823529411764705,0.19607843137254902,0.0196078431372549,0.19607843137254902,0.19607843137254902
superiorparietal-lh,0.0,0.125,0.125,0.25,0.125,0.125,0.25,0.0
superiorparietal-rh,0.0,0.2,0.13333333333333333,0.06666666666666667,0.2,0.022222222222222223,0.2,0.17777777777777778
supramarginal-rh,0.0,0.16666666666666666,0.12962962962962962,0.037037037037037035,0.2037037037037037,0.018518518518518517,0.16666666666666666,0.2777777777777778
