,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.34615384615384615,0.0673076923076923,0.0,0.10096153846153846,0.1346153846153846,0.2644230769230769,0.07692307692307693,0.009615384615384616
inferiorparietal-rh,0.13725490196078433,0.17647058823529413,0.0,0.17647058823529413,0.16666666666666666,0.14705882352941177,0.19607843137254902,0.0
parsopercularis-lh,0.0,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.3888888888888889
postcentral-rh,0.16793893129770993,0.1450381679389313,0.0,0.2366412213740458,0.15267175572519084,0.1297709923664122,0.16793893129770993,0.0
superiorfrontal-lh,0.17647058823529413,0.1111111111111111,0.0,0.13071895424836602,0.24183006535947713,0.20261437908496732,0.13725490196078433,0.0
superiorfrontal-rh,0.25870646766169153,0.07960199004975124,0.0,0.08955223880597014,0.1691542288557214,0.29850746268656714,0.1044776119402985,0.0
superiorparietal-rh,0.12727272727272726,0.16363636363636364,0.0,0.16363636363636364,0.18181818181818182,0.15454545454545454,0.20909090909090908,0.0
superiortemporal-lh,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.6153846153846154
