,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-lh,0.273972602739726,0.0,0.0,0.0,0.0,0.2328767123287671,0.273972602739726,0.2191780821917808
caudalmiddlefrontal-rh,0.0,0.5853658536585366,0.24390243902439024,0.0,0.17073170731707318,0.0,0.0,0.0
parsopercularis-lh,0.0,0.1791044776119403,0.47761194029850745,0.14925373134328357,0.0,0.0,0.0,0.19402985074626866
superiorfrontal-lh,0.0,0.0,0.3448275862068966,0.6551724137931034,0.0,0.0,0.0,0.0
superiorfrontal-rh,0.0,0.45,0.0,0.0,0.55,0.0,0.0,0.0
superiorparietal-lh,0.1650485436893204,0.0,0.0,0.0,0.0,0.3786407766990291,0.17475728155339806,0.2815533980582524
superiorparietal-rh,0.2159090909090909,0.0,0.0,0.0,0.0,0.20454545454545456,0.375,0.20454545454545456
superiortemporal-lh,0.12173913043478261,0.017391304347826087,0.12173913043478261,0.0,0.0,0.25217391304347825,0.1391304347826087,0.34782608695652173
