,caudalmiddlefrontal-rh,inferiorparietal-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.24102564102564103,0.09743589743589744,0.09743589743589744,0.14871794871794872,0.12307692307692308,0.09743589743589744,0.09743589743589744,0.09743589743589744
inferiorparietal-rh,0.10614525139664804,0.1452513966480447,0.12290502793296089,0.11731843575418995,0.1005586592178771,0.13966480446927373,0.15083798882681565,0.11731843575418995
rostralmiddlefrontal-lh,0.0945273631840796,0.10945273631840796,0.21393034825870647,0.1044776119402985,0.0845771144278607,0.10945273631840796,0.10945273631840796,0.17412935323383086
superiorfrontal-lh,0.14136125654450263,0.1099476439790576,0.10471204188481675,0.193717277486911,0.12041884816753927,0.1099476439790576,0.1099476439790576,0.1099476439790576
superiorfrontal-rh,0.15625,0.1125,0.09375,0.14375,0.18125,0.1,0.1125,0.1
superiorparietal-lh,0.10614525139664804,0.1452513966480447,0.12290502793296089,0.11731843575418995,0.1005586592178771,0.1452513966480447,0.1452513966480447,0.11731843575418995
superiorparietal-rh,0.09895833333333333,0.13020833333333334,0.11458333333333333,0.109375,0.09375,0.125,0.21875,0.109375
superiortemporal-lh,0.08737864077669903,0.10194174757281553,0.16990291262135923,0.09223300970873786,0.08737864077669903,0.0970873786407767,0.10194174757281553,0.2621359223300971
