,cuneus-lh,frontalpole-lh,frontalpole-rh,inferiorparietal-lh,medialorbitofrontal-lh,parsorbitalis-lh,pericalcarine-rh,rostralanteriorcingulate-rh
cuneus-lh,0.6078431372549019,0.0,0.0,0.35294117647058826,0.0,0.0,0.0392156862745098,0.0
frontalpole-lh,0.0,0.7872340425531915,0.0,0.0,0.10638297872340426,0.10638297872340426,0.0,0.0
frontalpole-rh,0.0,0.0,0.5,0.0,0.23809523809523808,0.23809523809523808,0.0,0.023809523809523808
inferiorparietal-lh,0.39285714285714285,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.03571428571428571
medialorbitofrontal-lh,0.0,0.07,0.18,0.0,0.42,0.33,0.0,0.0
parsorbitalis-lh,0.0,0.07865168539325842,0.16853932584269662,0.0,0.3258426966292135,0.42696629213483145,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.9818181818181818,0.01818181818181818
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.07894736842105263,0.0,0.0,0.10526315789473684,0.8157894736842105
