,bankssts-rh,frontalpole-lh,isthmuscingulate-rh,lingual-lh,lingual-rh,parahippocampal-lh,parahippocampal-rh,temporalpole-rh
bankssts-rh,0.5909090909090909,0.03409090909090909,0.375,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.033112582781456956,0.4966887417218543,0.026490066225165563,0.12582781456953643,0.18543046357615894,0.0,0.13245033112582782,0.0
isthmuscingulate-rh,0.375,0.022727272727272728,0.6022727272727273,0.0,0.0,0.0,0.0,0.0
lingual-lh,0.0,0.21428571428571427,0.0,0.29591836734693877,0.21428571428571427,0.05102040816326531,0.22448979591836735,0.0
lingual-rh,0.0,0.32222222222222224,0.0,0.2111111111111111,0.3111111111111111,0.0,0.15555555555555556,0.0
parahippocampal-lh,0.0,0.0,0.0,0.15217391304347827,0.0,0.7608695652173914,0.08695652173913043,0.0
parahippocampal-rh,0.0,0.25,0.0,0.25,0.18181818181818182,0.022727272727272728,0.29545454545454547,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
