,frontalpole-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.568733153638814,0.22641509433962265,0.0,0.08355795148247978,0.0,0.0,0.0,0.12129380053908356
frontalpole-rh,0.2606060606060606,0.38181818181818183,0.0,0.09393939393939393,0.0,0.0,0.0,0.2636363636363636
insula-rh,0.0,0.0,0.4880952380952381,0.0,0.27380952380952384,0.0,0.0,0.23809523809523808
isthmuscingulate-rh,0.17318435754189945,0.17318435754189945,0.0,0.6145251396648045,0.0,0.0,0.0,0.03910614525139665
lateralorbitofrontal-rh,0.0,0.0,0.19913419913419914,0.0,0.45021645021645024,0.1774891774891775,0.0,0.17316017316017315
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,0.3282442748091603,0.6717557251908397,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralanteriorcingulate-rh,0.1327683615819209,0.2514124293785311,0.11299435028248588,0.025423728813559324,0.11299435028248588,0.0,0.0,0.3644067796610169
