,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.6818181818181818,0.0,0.0,0.0,0.0,0.18181818181818182,0.13636363636363635
lateralorbitofrontal-lh,0.0,0.0,0.6428571428571429,0.0,0.0,0.35714285714285715,0.0,0.0
medialorbitofrontal-lh,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,0.5,0.0,0.18181818181818182,0.3181818181818182
parsorbitalis-lh,0.0,0.0,0.4375,0.0,0.0,0.5625,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.20689655172413793,0.0,0.0,0.06896551724137931,0.0,0.3793103448275862,0.3448275862068966
temporalpole-rh,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.34285714285714286,0.37142857142857144
