,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-rh
frontalpole-lh,0.3018867924528302,0.2641509433962264,0.0,0.0,0.2641509433962264,0.16981132075471697,0.0,0.0
frontalpole-rh,0.28846153846153844,0.2692307692307692,0.0,0.0,0.2692307692307692,0.17307692307692307,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.28846153846153844,0.2692307692307692,0.0,0.0,0.2692307692307692,0.17307692307692307,0.0,0.0
rostralanteriorcingulate-rh,0.2564102564102564,0.2564102564102564,0.0,0.0,0.2564102564102564,0.23076923076923078,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
