,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-rh
frontalpole-lh,0.2808988764044944,0.25842696629213485,0.0,0.0,0.25842696629213485,0.20224719101123595,0.0,0.0
frontalpole-rh,0.2631578947368421,0.2631578947368421,0.0,0.0,0.2631578947368421,0.21052631578947367,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.3333333333333333,0.3111111111111111,0.0,0.0,0.35555555555555557,0.0
parsorbitalis-lh,0.0,0.0,0.32,0.36,0.0,0.0,0.32,0.0
rostralanteriorcingulate-lh,0.2631578947368421,0.2631578947368421,0.0,0.0,0.2631578947368421,0.21052631578947367,0.0,0.0
rostralanteriorcingulate-rh,0.2247191011235955,0.24719101123595505,0.0,0.0,0.24719101123595505,0.2808988764044944,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.3333333333333333,0.3111111111111111,0.0,0.0,0.35555555555555557,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
