,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
frontalpole-lh,0.22740454325761236,0.16457225712904786,0.06694055099081682,0.1863218946350894,0.09086515224746254,0.12759787336877718,0.10729821169647173,0.028999516674722087
frontalpole-rh,0.17432363450740174,0.21516079632465543,0.043644716692189896,0.1396120469627361,0.039816232771822356,0.17457886676875958,0.15058703420112302,0.062276671771311895
fusiform-lh,0.07028836251287332,0.04454170957775489,0.30046343975283213,0.12873326467559218,0.24047373841400618,0.05458290422245108,0.0705458290422245,0.09037075180226571
insula-rh,0.17520775623268697,0.12465373961218837,0.1172668513388735,0.2596952908587258,0.15604801477377656,0.08887349953831948,0.06625115420129271,0.012003693444136657
parahippocampal-lh,0.09450830140485313,0.03933588761174968,0.24112388250319286,0.17011494252873563,0.3095785440613027,0.038314176245210725,0.037547892720306515,0.06947637292464878
rostralanteriorcingulate-lh,0.12380284980144826,0.1607101144592385,0.04858677879000234,0.09133380051389862,0.03410418126605933,0.22775052557813594,0.2001868722261154,0.11352487736510161
rostralanteriorcingulate-rh,0.1110014800197336,0.14701529353724715,0.06610754810064134,0.07227429699062654,0.03478046373951653,0.21262950172668968,0.22644301924025653,0.12974839664528862
rostralmiddlefrontal-lh,0.043631245601688955,0.08796622097114708,0.12209711470795215,0.017593244194229415,0.09465165376495425,0.17346938775510204,0.18789584799437017,0.27269528501055595
